word,pos,total,articles
影響,名詞,126,103
歴代,名詞,126,44
フィンランド,名詞,125,62
オーストラリア,名詞,124,59
上る,動詞,123,106
学校,名詞,123,99
パーソナル,名詞,123,76
地元,名詞,123,99
団体,名詞,123,59
組み,名詞,123,111
前年,名詞,121,101
リレハンメル,名詞,120,83
上げる,動詞,120,92
初戦,名詞,120,74
小芝,名詞,120,2
披露,名詞,119,76
跳ぶ,動詞,118,69
大きい,形容詞,116,87
ビス,名詞,115,64
ゴールデン,名詞,112,90
師事,名詞,112,96
種類,名詞,112,73
東京,名詞,111,77
アジア,名詞,111,64
失敗,名詞,111,79
不足,名詞,110,44
アルベールビル,名詞,109,69
出す,動詞,109,61
持つ,動詞,109,84
のち,名詞,109,100
評価,名詞,108,59
辞退,名詞,108,79
語る,動詞,106,35
リンク,名詞,106,76
達成,名詞,105,77
とも,名詞,105,86
父,名詞,104,84
終える,動詞,104,89
ら,名詞,104,86
ラテン,名詞,104,103
カルガリー,名詞,103,62
選ぶ,動詞,103,76
高等,名詞,103,83
活躍,名詞,103,84
当初,名詞,103,97
残す,動詞,103,90
響く,動詞,102,72
首位,名詞,101,60
エストニア,名詞,101,37
戦績,名詞,101,97
ショート,名詞,98,42
国籍,名詞,97,56
出る,動詞,96,48
権,名詞,96,73
逆転,名詞,96,70
次ぐ,動詞,95,68
スコア,名詞,94,57
北京,名詞,94,54
審判,名詞,93,50
夫,名詞,93,85
得る,動詞,92,65
完全,名詞,92,86
姉,名詞,92,65
アマチュア,名詞,91,77
見る,動詞,91,52
見せる,動詞,90,49
伊藤,名詞,90,34
インスブルック,名詞,90,81
役,名詞,90,13
スタート,名詞,89,79
構成,名詞,89,45
張,名詞,89,29
クラブ,名詞,89,71
表明,名詞,88,66
兄,名詞,87,65
公式,名詞,87,66
生活,名詞,87,62
レベル,名詞,87,57
妹,名詞,87,67
ポーランド,名詞,86,53
イスラエル,名詞,85,36
理由,名詞,84,68
浅田,名詞,84,35
差,名詞,84,61
後半,名詞,83,47
兼,名詞,83,66
もつ,動詞,82,78
規定,名詞,82,34
経る,動詞,81,74
レークプラシッド,名詞,81,68
手術,名詞,80,65
迎える,動詞,80,59
性,名詞,79,57
本,名詞,79,21
挑戦,名詞,79,48
共,名詞,79,61
スペイン,名詞,79,32
連勝,名詞,77,49
年齢,名詞,76,59
移籍,名詞,75,61
取得,名詞,75,58
タリン,名詞,75,65
直後,名詞,74,65
女優,名詞,74,21
主催,名詞,74,68
多い,形容詞,73,48
テレビ,名詞,73,53
ん,名詞,73,12
年間,名詞,73,61
落とす,動詞,73,57
番組,名詞,72,43
荒川,名詞,72,38
サラエボ,名詞,71,52
目指す,動詞,71,60
直前,名詞,70,54
日本人,名詞,70,48
クロアチア,名詞,70,55
入り,名詞,69,54
個人,名詞,69,50
頭角,名詞,69,66
妻,名詞,68,59
中学校,名詞,68,54
リフト,名詞,68,44
現す,動詞,68,65
骨折,名詞,68,53
佐藤,名詞,67,32
出来る,動詞,67,56
本格,名詞,67,64
表記,名詞,67,43
母親,名詞,67,47
上位,名詞,66,54
滑る,動詞,66,49
ノルウェー,名詞,66,33
ドラマ,名詞,66,14
臨む,動詞,66,52
型,名詞,66,34
判定,名詞,65,38
トップ,名詞,65,46
真央,名詞,65,33
英語,名詞,65,64
負傷,名詞,65,56
足首,名詞,65,45
着る,動詞,65,38
名古屋,名詞,65,28
決まる,動詞,64,48
両親,名詞,64,49
アレクサンドル,名詞,64,51
公認,名詞,64,45
得意,名詞,63,53
メキシコ,名詞,63,38
発進,名詞,63,34
過去,名詞,62,51
賞,名詞,62,27
言う,動詞,62,32
クラシック,名詞,61,49
表現,名詞,61,35
期待,名詞,61,51
着,名詞,60,39
ベラルーシ,名詞,60,33
無い,形容詞,60,53
趙,名詞,60,20
オリジナル,名詞,60,39
文字,名詞,60,59
上がる,動詞,60,48
東ドイツ,名詞,59,31
リトアニア,名詞,59,23
強化,名詞,59,37
離れる,動詞,58,51
最初,名詞,58,50
翌年,名詞,58,53
選考,名詞,58,42
合計,名詞,58,36
札幌,名詞,58,43
オスロ,名詞,57,48
ケガ,名詞,57,49
除く,動詞,57,53
敗れる,動詞,57,45
大阪,名詞,56,28
静香,名詞,56,38
対抗,名詞,56,45
ハルビン,名詞,56,38
近い,形容詞,56,52
解説,名詞,56,37
放送,名詞,56,31
雪,名詞,55,16
年代,名詞,55,39
映画,名詞,55,23
サンクトペテルブルク,名詞,54,43
高校,名詞,54,40
ブルガリア,名詞,54,22
宏,名詞,54,16
カザフスタン,名詞,54,22
キム,名詞,54,32
やる,動詞,53,23
博,名詞,53,18
実績,名詞,53,45
挑む,動詞,53,40
ステップ,名詞,53,33
申,名詞,53,16
取る,動詞,52,35
完璧,名詞,52,34
大韓民国,名詞,52,51
デニス,名詞,52,15
氷上,名詞,52,40
チャレンジ,名詞,52,42
エッジ,名詞,52,38
行く,動詞,51,45
ニース,名詞,51,45
就任,名詞,51,36
北朝鮮,名詞,51,22
以外,名詞,51,43
ベルギー,名詞,51,27
家族,名詞,50,43
安藤,名詞,50,30
好き,名詞,50,30
相次ぐ,動詞,50,36
演じる,動詞,50,14
戻る,動詞,50,46
担当,名詞,50,36
平成,名詞,49,14
チャレンジャー,名詞,49,38
父親,名詞,49,39
期,名詞,49,35
収める,動詞,49,38
強い,形容詞,49,30
みる,動詞,48,32
鈴木,名詞,48,28
付ける,動詞,48,35
共和,名詞,48,37
制す,動詞,48,44
カリフォルニア,名詞,48,39
沈む,動詞,47,42
巻き返す,動詞,47,41
衣装,名詞,47,34
アイスホッケー,名詞,47,35
愛知,名詞,47,31
ブダペスト,名詞,47,40
モロゾフ,名詞,47,28
冒頭,名詞,47,19
翻,名詞,47,47
科学,名詞,47,32
委員,名詞,46,25
娘,名詞,46,36
姓,名詞,46,43
いずれ,名詞,46,40
移る,動詞,46,41
幼少,名詞,46,43
仕事,名詞,46,29
タイ,名詞,46,31
体調,名詞,46,39
述べる,動詞,46,19
滑走,名詞,46,38
足,名詞,46,37
派遣,名詞,46,44
種目,名詞,46,28
セルゲイ,名詞,46,40
デンマーク,名詞,45,17
靴,名詞,45,30
膝,名詞,45,41
決定,名詞,45,38
誕生,名詞,45,42
両方,名詞,45,42
進学,名詞,45,41
体育,名詞,45,34
良い,形容詞,45,27
注目,名詞,45,36
ラトビア,名詞,44,26
ラテン語,名詞,44,44
招待,名詞,44,35
作品,名詞,44,11
目標,名詞,43,31
オランダ,名詞,43,30
入学,名詞,43,34
途中,名詞,43,39
唯一,名詞,43,37
至る,動詞,43,42
ジョン,名詞,43,35
記念,名詞,42,34
エキシビション,名詞,42,31
サンモリッツ,名詞,42,41
最下位,名詞,42,39
入れる,動詞,42,30
契約,名詞,42,25
全国,名詞,42,35
オープン,名詞,42,40
呼ぶ,動詞,42,31
台湾,名詞,42,27
小学校,名詞,42,33
みどり,名詞,42,29
経験,名詞,41,34
ウズベキスタン,名詞,41,19
開始,名詞,41,38
モントリオール,名詞,41,39
樋口,名詞,41,26
ミシガン,名詞,41,25
ダニエル,名詞,41,30
エントリー,名詞,41,40
中止,名詞,41,31
上回る,動詞,41,35
創設,名詞,41,41
弟,名詞,40,31
かかる,動詞,40,36
きっかけ,名詞,40,36
在学,名詞,40,35
インターナショナル,名詞,40,35
考える,動詞,40,26
トータル,名詞,40,27
超える,動詞,40,25
挙げる,動詞,40,33
リード,名詞,39,21
関西大学,名詞,39,21
観客,名詞,39,27
京都,名詞,39,16
破る,動詞,39,36
離婚,名詞,39,32
バレエ,名詞,39,28
芸術,名詞,39,24
切る,動詞,38,32
会長,名詞,38,23
問題,名詞,38,35
可能,名詞,38,31
中華人民共和国,名詞,38,38
旧姓,名詞,38,34
中京大学,名詞,38,23
クリスタル,名詞,38,34
届く,動詞,38,35
安定,名詞,38,25
苦手,名詞,38,30
インタビュー,名詞,38,27
憧れる,動詞,38,34
採点,名詞,38,21
芝,名詞,37,2
状態,名詞,37,33
昭和,名詞,37,12
村主,名詞,37,17
補欠,名詞,37,31
昊,名詞,37,16
共演,名詞,37,7
振るう,動詞,37,28
出産,名詞,37,26
勢,名詞,37,21
スロー,名詞,37,17
帰国,名詞,37,33
資格,名詞,37,29
健闘,名詞,37,32
候補,名詞,37,34
欠く,動詞,37,32
すごい,形容詞,37,9
自ら,名詞,36,28
治療,名詞,36,30
精彩,名詞,36,31
取り入れる,動詞,36,24
かける,動詞,36,27
カップ,名詞,36,32
エカテリーナ,名詞,36,31
ニコライ,名詞,36,28
再開,名詞,36,32
スロベニア,名詞,36,22
控える,動詞,36,36
ポイント,名詞,36,29
省,名詞,36,30
移住,名詞,35,35
進む,動詞,35,33
主演,名詞,35,5
姿,名詞,35,19
戻す,動詞,35,34
特別,名詞,35,32
グルノーブル,名詞,35,33
丹,名詞,35,13
中心,名詞,35,32
曲,名詞,35,26
市立,名詞,35,26
受賞,名詞,35,23
要素,名詞,34,30
トロント,名詞,34,32
専念,名詞,34,31
ダブル,名詞,34,24
取り組む,動詞,34,30
一方,名詞,34,26
話す,動詞,34,21
山田,名詞,34,18
為,名詞,34,31
時期,名詞,34,26
ジャッジ,名詞,34,26
脚,名詞,34,25
痛み,名詞,33,29
最大,名詞,33,25
休養,名詞,33,26
いい,形容詞,33,12
ファン,名詞,33,24
陳,名詞,33,10
王,名詞,33,23
アゼルバイジャン,名詞,33,13
含む,動詞,33,26
メディア,名詞,33,26
愛称,名詞,33,30
タイトル,名詞,33,30
起こす,動詞,33,29
難しい,形容詞,33,23
西ドイツ,名詞,33,27
指定,名詞,32,29
血液,名詞,32,32
ライバル,名詞,32,27
身長,名詞,32,27
協会,名詞,32,25
飛ぶ,動詞,32,20
一緒,名詞,32,20
ワルシャワ,名詞,32,31
感じる,動詞,32,16
ナタリア,名詞,32,32
叶う,動詞,31,29
趣味,名詞,31,30
育つ,動詞,31,31
キャリア,名詞,31,31
抑える,動詞,31,29
変える,動詞,31,23
本番,名詞,31,27
フィリピン,名詞,31,13
前半,名詞,31,26
制限,名詞,31,27
タレント,名詞,31,16
仙台,名詞,31,10
通う,動詞,31,25
美姫,名詞,31,27
アルメニア,名詞,31,15
井上,名詞,31,12
トルコ,名詞,31,12
トロフィー,名詞,31,26
章,名詞,31,25
宮原,名詞,31,12
知る,動詞,31,27
向ける,動詞,31,29
昨年,名詞,31,22
名称,名詞,31,30
結,名詞,30,16
単独,名詞,30,21
読みで,名詞,30,30
評す,動詞,30,11
マリー,名詞,30,30
必要,名詞,30,29
不良,名詞,30,29
舞台,名詞,30,13
続行,名詞,30,22
はじめる,動詞,30,30
団,名詞,30,23
回復,名詞,30,26
か月,名詞,30,18
つく,動詞,30,23
振り付け,名詞,30,25
ユース,名詞,30,27
ハーディング,名詞,30,11
教え子,名詞,29,20
ニューヨーク,名詞,29,23
ミラノ,名詞,29,22
登録,名詞,29,24
ソフィア,名詞,29,27
貢献,名詞,29,27
渡る,動詞,29,28
第一人者,名詞,29,28
本田,名詞,29,14
死去,名詞,29,28
非常,名詞,29,21
アレクサンドラ,名詞,29,25
全体,名詞,29,24
不調,名詞,29,27
中学,名詞,29,20
付く,動詞,29,28
ルール,名詞,29,21
香港,名詞,29,12
伴う,動詞,29,29
伸びる,動詞,29,23
犯す,動詞,28,26
キエフ,名詞,28,23
シカゴ,名詞,28,21
くれる,動詞,28,12
僅差,名詞,28,23
本人,名詞,28,22
ジェシカ,名詞,28,21
海外,名詞,28,22
最年少,名詞,28,19
重なる,動詞,28,22
稲田,名詞,28,11
悪化,名詞,28,26
南アフリカ,名詞,28,17
ロンドン,名詞,28,24
プロポーズ,名詞,28,25
クリス,名詞,28,13
狙う,動詞,28,21
特徴,名詞,28,23
コメント,名詞,27,20
叩く,動詞,27,15
加藤,名詞,27,16
アン,名詞,27,24
使用,名詞,27,23
在住,名詞,27,27
殿堂,名詞,27,24
習う,動詞,27,24
主要,名詞,27,27
含める,動詞,27,25
週間,名詞,27,23
事故,名詞,27,20
来歴,名詞,27,27
アンナ,名詞,27,27
教室,名詞,27,18
疲労,名詞,27,19
美栄,名詞,27,20
ミシェル,名詞,27,21
モデル,名詞,27,15
リガ,名詞,27,26
及ぶ,動詞,27,24
独占,名詞,27,24
女王,名詞,27,21
エラー,名詞,27,20
ギリシャ,名詞,27,10
ロンバルディア,名詞,27,23
小学,名詞,27,21
市民,名詞,26,24
子供,名詞,26,21
骨,名詞,26,18
オデッサ,名詞,26,20
認める,動詞,26,24
進める,動詞,26,24
心,名詞,26,19
教育,名詞,26,21
風花,名詞,26,2
繰る,動詞,26,25
同様,名詞,26,25
一時,名詞,26,25
神戸,名詞,26,10
本選,名詞,26,19
季,名詞,26,15
技,名詞,26,18
部門,名詞,26,20
葉,名詞,25,18
認定,名詞,25,21
半,名詞,25,24
ナタリー,名詞,25,20
登場,名詞,25,18
東日本,名詞,25,18
重ねる,動詞,25,22
枝,名詞,25,19
事件,名詞,25,16
来る,動詞,25,14
故障,名詞,25,19
西日本,名詞,25,14
神奈川,名詞,25,15
学ぶ,動詞,25,19
通過,名詞,25,17
音楽,名詞,25,22
もらう,動詞,25,15
理事,名詞,25,18
渡部,名詞,25,11
右足,名詞,25,22
笑顔,名詞,25,13
バルト,名詞,25,24
シドニー,名詞,25,23
ミ,名詞,25,20
リヨン,名詞,25,17
業,名詞,25,21
てる,動詞,25,12
スコーバレー,名詞,25,22
スピード,名詞,25,20
念願,名詞,25,22
示す,動詞,24,21
有香,名詞,24,17
最多,名詞,24,15
明子,名詞,24,20
新しい,形容詞,24,21
新人,名詞,24,16
紀平,名詞,24,12
科,名詞,24,19
シーン,名詞,24,3
会社,名詞,24,18
絵美,名詞,24,11
行なう,動詞,24,16
グループ,名詞,24,22
体重,名詞,24,21
ケリガン,名詞,24,8
開く,動詞,24,21
長女,名詞,24,21
停止,名詞,24,17
千葉,名詞,24,20
横浜,名詞,24,17
残る,動詞,24,21
ボストン,名詞,24,21
ロサンゼルス,名詞,24,19
抜ける,動詞,24,15
トーマス,名詞,24,13
発売,名詞,24,6
加点,名詞,24,13
ルーマニア,名詞,24,17
アカデミー,名詞,24,16
上がり,名詞,24,23
送る,動詞,24,21
聞く,動詞,24,12
メンバー,名詞,24,24
ヒューズ,名詞,24,8
病気,名詞,23,22
スケートリンク,名詞,23,23
コルティナダンペッツォ,名詞,23,23
求める,動詞,23,23
回避,名詞,23,15
正式,名詞,23,22
ウィーン,名詞,23,23
撮影,名詞,23,7
バック,名詞,23,10
加える,動詞,23,20
報じる,動詞,23,23
ヒロイン,名詞,23,3
中京,名詞,23,14
両足,名詞,23,19
パリ,名詞,23,21
ブラジル,名詞,23,7
とる,動詞,23,19
早稲田大学,名詞,23,15
イメージ,名詞,23,6
通り,名詞,23,18
監督,名詞,23,12
オータム,名詞,23,21
オンタリオ,名詞,23,18
調整,名詞,23,18
トレーニング,名詞,23,21
ソ連,名詞,23,14
デトロイト,名詞,23,20
勧め,名詞,23,22
以内,名詞,23,18
ツイスト,名詞,23,13
マイケル,名詞,23,18
ポール,名詞,23,13
テクニカル,名詞,23,17
育てる,動詞,23,19
姉妹,名詞,22,19
基礎,名詞,22,16
目立つ,動詞,22,19
公演,名詞,22,10
座,名詞,22,20
マン,名詞,22,14
長久保,名詞,22,11
学,名詞,22,17
グルジア,名詞,22,15
報道,名詞,22,18
限り,名詞,22,22
内定,名詞,22,22
友,名詞,22,19
滑り,名詞,22,21
股関節,名詞,22,15
才能,名詞,22,18
女児,名詞,22,20
気持ち,名詞,22,13
学部,名詞,22,18
テン,名詞,22,9
合わせる,動詞,22,17
ダウン,名詞,22,20
確保,名詞,22,22
センター,名詞,22,18
崩壊,名詞,22,22
関わる,動詞,22,18
高橋,名詞,22,15
人気,名詞,22,18
準備,名詞,22,21
人生,名詞,22,14
ニーナ,名詞,22,20
宮城,名詞,22,10
思い,名詞,22,12
ジョージア,名詞,22,9
夫妻,名詞,22,21
コロナ,名詞,22,17
写真,名詞,22,15
組み込む,動詞,22,20
研究,名詞,22,20
断,名詞,22,20
国民,名詞,22,18
実施,名詞,21,17
彼ら,名詞,21,19
表情,名詞,21,12
教える,動詞,21,18
美しい,形容詞,21,15
歩,名詞,21,20
会場,名詞,21,20
存在,名詞,21,14
医師,名詞,21,17
ソウル,名詞,21,20
社会,名詞,21,16
初期,名詞,21,21
ナショナル,名詞,21,21
息子,名詞,21,19
明かす,動詞,21,16
濱田,名詞,21,12
見送る,動詞,21,20
とどまる,動詞,21,19
止まる,動詞,21,18
輝く,動詞,21,18
満たす,動詞,21,20
声,名詞,21,9
ニュージーランド,名詞,21,8
有名,名詞,21,19
用いる,動詞,21,17
左足,名詞,21,19
満点,名詞,21,16
ロシアの女性,名詞,21,21
許す,動詞,21,21
パートナーシップ,名詞,21,18
集める,動詞,21,20
アクシデント,名詞,21,18
まとめる,動詞,21,17
一般,名詞,20,18
その他,名詞,20,19
越える,動詞,20,15
習得,名詞,20,16
坂本,名詞,20,16
真,名詞,20,18
落下,名詞,20,15
環境,名詞,20,19
イベント,名詞,20,10
マネジメント,名詞,20,16
ドーピング,名詞,20,10
与える,動詞,20,20
出版,名詞,20,10
躍進,名詞,20,18
ナンシー,名詞,20,11
話題,名詞,20,13
挽回,名詞,20,15
アナウンサー,名詞,20,8
静,名詞,20,14
減点,名詞,20,15
バーバラ,名詞,20,19
こ,名詞,20,20
洋,名詞,20,14
答える,動詞,20,12
崩す,動詞,20,18
スクール,名詞,20,18
生徒,名詞,20,14
露,名詞,20,13
同門,名詞,20,19
師弟,名詞,20,17
祖父,名詞,20,18
ペル,名詞,20,17
肩,名詞,20,17
男児,名詞,20,19
勝利,名詞,20,17
快挙,名詞,20,20
最低,名詞,20,18
検査,名詞,20,15
乱れる,動詞,20,14
知子,名詞,20,13
附属,名詞,20,16
通算,名詞,20,12
黒竜江,名詞,20,15
アイススケート,名詞,20,15
余儀ない,形容詞,20,19
兵庫,名詞,20,16
ブライアン,名詞,20,16
期間,名詞,19,19
原因,名詞,19,17
推薦,名詞,19,17
アキレス腱,名詞,19,16
ルー,名詞,19,14
代,名詞,19,11
若い,形容詞,19,15
ベルリン,名詞,19,16
婚約,名詞,19,19
レッスン,名詞,19,16
ヘルシンキ,名詞,19,17
ザグレブ,名詞,19,17
ケベック,名詞,19,14
取材,名詞,19,13
アップ,名詞,19,17
言葉,名詞,19,8
満知子,名詞,19,13
動き,名詞,19,16
プラハ,名詞,19,17
痛める,動詞,19,18
双子,名詞,19,18
アウト,名詞,19,18
事実,名詞,19,19
課題,名詞,19,11
脳震盪,名詞,19,15
きる,動詞,19,15
卒,名詞,19,17
実妹,名詞,19,15
中断,名詞,19,19
留学,名詞,19,18
アルマトイ,名詞,19,9
スター,名詞,19,19
顔,名詞,19,8
翌日,名詞,19,18
ミンスク,名詞,19,15
スパイラル,名詞,19,17
成長,名詞,19,15
病院,名詞,18,14
症,名詞,18,18
書く,動詞,18,14
変わる,動詞,18,11
傍ら,名詞,18,18
始まる,動詞,18,17
調子,名詞,18,17
米国,名詞,18,14
合う,動詞,18,13
会心,名詞,18,14
イリノイ,名詞,18,15
家庭,名詞,18,15
処分,名詞,18,10
柔軟,名詞,18,15
芸能,名詞,18,5
あたる,動詞,18,17
地区,名詞,18,17
木原,名詞,18,8
好成績,名詞,18,18
中野,名詞,18,15
大学院,名詞,18,14
乗る,動詞,18,15
クリーン,名詞,18,13
級,名詞,18,12
長年,名詞,18,18
舞,名詞,18,15
背中,名詞,18,17
違う,動詞,18,9
ジャン,名詞,18,15
下げる,動詞,18,17
羽生,名詞,18,12
ダイナミック,名詞,18,15
満足,名詞,18,15
相手,名詞,18,13
加わる,動詞,18,14
悩ます,動詞,18,17
暫定,名詞,17,7
出会う,動詞,17,16
実兄,名詞,17,15
序盤,名詞,17,15
男女,名詞,17,13
初め,名詞,17,15
キャロル,名詞,17,14
花織,名詞,17,15
苦しむ,動詞,17,13
健康,名詞,17,16
夢,名詞,17,9
将来,名詞,17,17
レーサー,名詞,17,4
発揮,名詞,17,11
ウイルス,名詞,17,13
連れる,動詞,17,17
珍しい,形容詞,17,16
内容,名詞,17,13
少女,名詞,17,15
信夫,名詞,17,11
取りこぼす,動詞,17,16
再婚,名詞,17,12
文学部,名詞,17,14
低い,形容詞,17,13
雨,名詞,17,8
長い,形容詞,17,16
一番,名詞,17,15
ランド,名詞,17,11
跳べる,動詞,17,13
参考,名詞,17,13
世,名詞,17,11
もたらす,動詞,17,13
迫る,動詞,17,15
バランス,名詞,17,15
東海,名詞,17,9
残せる,動詞,17,16
日本語,名詞,17,15
僅か,名詞,17,9
インストラクター,名詞,17,15
ランキング,名詞,17,15
ユーリ,名詞,17,15
伸ばす,動詞,17,16
審査,名詞,17,10
独立,名詞,17,15
負う,動詞,17,17
不明,名詞,17,17
持ち味,名詞,17,17
早い,形容詞,17,15
転進,名詞,17,17
彼,名詞,17,12
三原,名詞,17,10
探す,動詞,17,17
争い,名詞,16,14
ベル,名詞,16,14
強豪,名詞,16,15
学生,名詞,16,11
資金,名詞,16,15
ペ,名詞,16,11
ダンサー,名詞,16,16
特例,名詞,16,14
国家,名詞,16,15
テスト,名詞,16,12
代わり,名詞,16,14
翌月,名詞,16,14
違反,名詞,16,12
障害,名詞,16,13
今後,名詞,16,13
作る,動詞,16,13
都築,名詞,16,10
トー,名詞,16,12
時計,名詞,16,11
住む,動詞,16,15
見舞う,動詞,16,16
セルビア,名詞,16,8
設立,名詞,16,15
田中,名詞,16,14
すぎる,動詞,16,12
ブロック,名詞,16,8
合宿,名詞,16,13
隋,名詞,16,11
伝える,動詞,16,10
在籍,名詞,16,15
システム,名詞,16,12
米,名詞,16,15
紹介,名詞,16,15
人間,名詞,16,11
勝ち取る,動詞,16,16
統一,名詞,16,15
梨花,名詞,16,12
部分,名詞,16,14
久美子,名詞,16,14
長春,名詞,16,12
難,名詞,16,13
靭帯,名詞,16,14
２,名詞,16,10
兄弟,名詞,16,15
状況,名詞,16,14
開会,名詞,16,14
菜,名詞,16,14
炎,名詞,16,16
エミリー,名詞,16,13
友人,名詞,16,14
有力,名詞,16,16
意見,名詞,15,14
集中,名詞,15,12
身体,名詞,15,14
ミハイル,名詞,15,11
トーニャ,名詞,15,10
ユーゴスラビア,名詞,15,11
発生,名詞,15,12
分析,名詞,15,4
万全,名詞,15,11
昇級,名詞,15,14
回り,名詞,15,12
ジャパン,名詞,15,15
兼ねる,動詞,15,12
過ごす,動詞,15,12
コロラド,名詞,15,11
彼等,名詞,15,7
頑張る,動詞,15,6
山下,名詞,15,11
長洲,名詞,15,11
小学生,名詞,15,13
英,名詞,15,13
感染,名詞,15,15
キャシー,名詞,15,9
意向,名詞,15,12
李,名詞,15,11
