word,pos,total,articles
思う,動詞,44,17
臨む,動詞,44,16
発進,名詞,44,12
デビュー,名詞,44,34
銀,名詞,43,40
リレハンメル,名詞,43,24
ポーランド,名詞,43,20
氷上,名詞,43,24
種類,名詞,43,25
靴,名詞,43,25
マーク,名詞,43,30
制す,動詞,42,28
東京,名詞,42,32
父,名詞,42,34
織田,名詞,42,9
入り,名詞,42,29
持つ,動詞,41,33
高等,名詞,41,33
乱れる,動詞,41,9
出る,動詞,41,24
スロバキア,名詞,40,25
出す,動詞,40,19
挑む,動詞,40,17
ころ,名詞,40,32
インスブルック,名詞,39,33
理由,名詞,39,24
移行,名詞,38,35
会長,名詞,38,19
アルベールビル,名詞,38,26
母,名詞,38,26
逆転,名詞,38,23
膝,名詞,37,19
スコア,名詞,37,14
大輔,名詞,37,15
見せる,動詞,37,17
メキシコ,名詞,37,18
解説,名詞,37,22
表明,名詞,37,27
強化,名詞,36,19
入れる,動詞,36,23
両親,名詞,36,20
姉,名詞,36,27
兼,名詞,36,31
終える,動詞,36,20
滑る,動詞,36,24
残す,動詞,35,31
ユニバーシアード,名詞,35,25
ビス,名詞,35,19
上がる,動詞,35,29
地元,名詞,35,28
対抗,名詞,35,18
性,名詞,35,22
ファン,名詞,35,21
言う,動詞,34,19
過去,名詞,34,26
札幌,名詞,33,17
仙台,名詞,33,6
決定,名詞,33,20
小塚,名詞,33,10
留まる,動詞,33,21
カルガリー,名詞,33,27
目指す,動詞,33,22
多い,形容詞,33,21
主催,名詞,33,26
アイスホッケー,名詞,32,26
スタート,名詞,32,18
響く,動詞,32,18
クラブ,名詞,32,19
サンクトペテルブルク,名詞,32,10
週間,名詞,32,18
使用,名詞,32,14
ゴールデン,名詞,32,26
離れる,動詞,31,19
本人,名詞,31,16
帰国,名詞,31,13
クラシック,名詞,31,19
やる,動詞,31,16
迎える,動詞,31,23
チャレンジ,名詞,30,23
生活,名詞,30,22
述べる,動詞,30,12
組み込む,動詞,30,14
前年,名詞,30,22
誕生,名詞,30,19
表記,名詞,29,19
アジア,名詞,29,18
中止,名詞,29,19
直前,名詞,29,21
自ら,名詞,29,20
直後,名詞,29,14
宇野,名詞,29,8
負傷,名詞,29,21
差,名詞,29,14
超える,動詞,29,13
組む,動詞,29,25
全国,名詞,29,16
ルーマニア,名詞,29,10
トー,名詞,29,5
生まれ,名詞,29,27
番組,名詞,29,14
高校,名詞,29,17
無い,形容詞,29,20
決まる,動詞,29,21
不足,名詞,29,10
当初,名詞,28,21
か月,名詞,28,9
落とす,動詞,28,22
共,名詞,28,18
取り入れる,動詞,28,17
次ぐ,動詞,28,20
テレビ,名詞,28,18
年間,名詞,28,21
崇,名詞,28,15
ジャッジ,名詞,28,12
きっかけ,名詞,28,22
呼ぶ,動詞,28,18
好き,名詞,28,16
家族,名詞,28,22
科学,名詞,27,15
関西大学,名詞,27,7
大学院,名詞,27,10
経験,名詞,27,20
インタビュー,名詞,27,17
サラエボ,名詞,27,18
痛み,名詞,27,12
レークプラシッド,名詞,27,25
ポイント,名詞,27,16
組,名詞,27,18
カップル,名詞,27,15
採点,名詞,26,13
スケートリンク,名詞,26,18
観客,名詞,26,15
満点,名詞,26,8
かかる,動詞,26,18
ルール,名詞,26,16
得意,名詞,26,19
協会,名詞,26,22
かける,動詞,26,17
グルノーブル,名詞,26,24
行く,動詞,26,18
表現,名詞,26,15
年代,名詞,26,17
トルコ,名詞,25,7
母親,名詞,25,17
状態,名詞,25,13
選考,名詞,25,20
解消,名詞,25,21
フィリピン,名詞,25,5
補欠,名詞,25,11
弟,名詞,25,21
向ける,動詞,25,9
台湾,名詞,25,16
センター,名詞,25,21
バレエ,名詞,25,8
英語,名詞,25,20
専念,名詞,25,17
賞,名詞,25,13
結婚,名詞,25,22
認定,名詞,25,16
右足,名詞,24,14
ベラルーシ,名詞,24,13
就任,名詞,24,17
演じる,動詞,24,13
妹,名詞,24,16
体育,名詞,24,15
大阪,名詞,24,10
兄,名詞,24,22
含む,動詞,24,15
女子,名詞,23,19
韓国,名詞,23,16
感じる,動詞,23,14
佐藤,名詞,23,15
考える,動詞,23,14
のち,名詞,23,19
必要,名詞,23,12
戻す,動詞,23,16
完全,名詞,23,19
滑走,名詞,23,16
ブライアン,名詞,23,16
妻,名詞,22,22
知る,動詞,22,18
ソビエト,名詞,22,10
マイケル,名詞,22,14
型,名詞,22,12
上回る,動詞,22,13
曲,名詞,22,12
見る,動詞,22,17
付く,動詞,22,19
王者,名詞,22,13
ラテン,名詞,22,22
進学,名詞,22,14
単独,名詞,22,10
治療,名詞,22,9
完成,名詞,22,12
カップ,名詞,22,16
権,名詞,22,19
上位,名詞,22,18
とどまる,動詞,21,9
種目,名詞,21,15
女性,名詞,21,14
衣装,名詞,21,12
損傷,名詞,21,6
トップ,名詞,21,17
為,名詞,21,14
貢献,名詞,21,13
体調,名詞,21,14
沈む,動詞,21,18
本田,名詞,21,12
ダンス,名詞,21,14
幼少,名詞,21,19
モントリオール,名詞,21,17
再開,名詞,21,12
戻る,動詞,21,15
連邦,名詞,21,10
クロアチア,名詞,21,17
トレーニング,名詞,21,17
歴代,名詞,21,10
明治大学,名詞,21,15
出来る,動詞,21,13
挙げる,動詞,20,12
診断,名詞,20,8
最初,名詞,20,17
担当,名詞,20,12
トロント,名詞,20,14
今季,名詞,20,4
崩す,動詞,20,11
まとめる,動詞,20,7
パリ,名詞,20,15
つく,動詞,20,10
進む,動詞,20,18
在住,名詞,20,20
サンモリッツ,名詞,20,17
トッド,名詞,20,4
最年少,名詞,20,9
取得,名詞,20,15
移住,名詞,20,14
移籍,名詞,20,12
習得,名詞,20,16
以外,名詞,20,16
エントリー,名詞,20,18
翌年,名詞,19,16
違反,名詞,19,12
信成,名詞,19,9
良,名詞,19,10
閉鎖,名詞,19,13
目標,名詞,19,10
インターナショナル,名詞,19,15
受賞,名詞,19,9
名古屋,名詞,19,11
愛知,名詞,19,8
足,名詞,19,14
アルメニア,名詞,19,8
ブダペスト,名詞,19,18
捻挫,名詞,19,10
移る,動詞,19,17
取り組む,動詞,19,15
研究,名詞,19,8
近い,形容詞,19,16
本番,名詞,19,14
愛称,名詞,19,15
アイスアリーナ,名詞,19,11
学,名詞,19,13
唯一,名詞,19,12
香港,名詞,18,8
芸術,名詞,18,11
樹,名詞,18,10
中学校,名詞,18,14
サッカー,名詞,18,8
父親,名詞,18,16
回復,名詞,18,11
開始,名詞,18,13
骨折,名詞,18,17
基礎,名詞,18,12
振り付け,名詞,18,12
浅田,名詞,18,9
難,名詞,18,11
メディア,名詞,18,12
故障,名詞,18,12
ロンドン,名詞,18,18
要素,名詞,18,12
音楽,名詞,18,10
実績,名詞,18,17
強い,形容詞,17,9
カリフォルニア,名詞,17,14
ウクライナ,名詞,17,9
ブルガリア,名詞,17,11
オープン,名詞,17,12
中学,名詞,17,12
ジョン,名詞,17,16
東ドイツ,名詞,17,9
半,名詞,17,11
文字,名詞,17,17
今後,名詞,17,11
調整,名詞,17,7
契約,名詞,17,11
断念,名詞,17,11
新しい,形容詞,17,10
会場,名詞,17,11
会社,名詞,17,11
田中,名詞,17,8
会見,名詞,17,9
事故,名詞,17,8
出来栄え,名詞,17,5
チャン,名詞,17,10
記念,名詞,17,14
完璧,名詞,17,8
連勝,名詞,17,13
東日本,名詞,16,10
大幅,名詞,16,7
町田,名詞,16,7
同様,名詞,16,10
健闘,名詞,16,15
注目,名詞,16,16
入学,名詞,16,14
指定,名詞,16,9
付ける,動詞,16,10
期,名詞,16,13
ニース,名詞,16,11
欠く,動詞,16,11
ニューヨーク,名詞,16,12
パトリック,名詞,16,12
ニュージーランド,名詞,16,8
本格,名詞,16,15
コメント,名詞,16,10
設立,名詞,16,14
主要,名詞,16,10
問題,名詞,16,15
もつ,動詞,16,16
スイス,名詞,16,7
関節,名詞,16,7
グループ,名詞,16,12
通算,名詞,16,7
招待,名詞,16,14
正式,名詞,16,8
卒,名詞,16,16
背中,名詞,16,13
エッジ,名詞,16,11
相次ぐ,動詞,16,13
時期,名詞,15,11
発言,名詞,15,8
広島,名詞,15,4
ラトビア,名詞,15,7
スピード,名詞,15,11
中華人民共和国,名詞,15,15
姓,名詞,15,11
翌日,名詞,15,4
可能,名詞,15,9
記者,名詞,15,8
公演,名詞,15,11
団,名詞,15,12
技,名詞,15,9
ユース,名詞,15,12
岡山,名詞,15,7
僕,名詞,15,5
検査,名詞,15,13
最下位,名詞,15,15
健康,名詞,15,10
使う,動詞,15,11
ウィーン,名詞,15,15
ノルウェー,名詞,15,10
大韓民国,名詞,15,15
渡る,動詞,15,14
共和,名詞,15,11
合わせる,動詞,15,11
殿堂,名詞,15,12
感染,名詞,15,11
リハビリ,名詞,15,6
登場,名詞,15,13
送る,動詞,15,13
昭和,名詞,15,5
破る,動詞,15,13
評す,動詞,15,11
安定,名詞,15,8
跳べる,動詞,14,11
いずれ,名詞,14,12
宮城,名詞,14,7
ボストン,名詞,14,10
磨,名詞,14,7
修了,名詞,14,8
習う,動詞,14,13
仕事,名詞,14,13
ニコライ,名詞,14,11
解散,名詞,14,10
良い,形容詞,14,11
キャリア,名詞,14,10
悪化,名詞,14,7
海外,名詞,14,10
準備,名詞,14,11
理事,名詞,14,12
期待,名詞,14,11
委員,名詞,14,11
課程,名詞,14,9
上る,動詞,14,14
明らか,名詞,14,12
途中,名詞,14,14
ツアー,名詞,14,10
起こす,動詞,14,10
アレクサンドル,名詞,14,13
トロフィー,名詞,14,14
南アフリカ,名詞,14,9
届く,動詞,14,8
倉敷,名詞,14,5
続行,名詞,14,11
真央,名詞,14,8
靭帯,名詞,14,9
オータム,名詞,14,6
小学,名詞,14,10
ナショナル,名詞,14,11
市立,名詞,14,12
精彩,名詞,14,10
モロゾフ,名詞,14,9
アウト,名詞,14,10
詳細,名詞,14,14
回避,名詞,14,9
前半,名詞,14,10
両方,名詞,13,12
勝,名詞,13,9
開く,動詞,13,11
環境,名詞,13,10
最多,名詞,13,7
年齢,名詞,13,12
武史,名詞,13,9
求める,動詞,13,8
監督,名詞,13,7
スコーバレー,名詞,13,12
ジャパン,名詞,13,9
死去,名詞,13,12
難しい,形容詞,13,11
最大,名詞,13,10
抑える,動詞,13,12
ん,名詞,13,10
中京大学,名詞,13,4
趣味,名詞,13,11
叩く,動詞,13,5
与える,動詞,13,13
人間,名詞,13,5
美しい,形容詞,13,10
故郷,名詞,13,9
北朝鮮,名詞,13,7
非常,名詞,13,11
ランキング,名詞,13,9
特別,名詞,13,11
学ぶ,動詞,13,12
長年,名詞,13,12
巻き返す,動詞,13,10
教室,名詞,13,11
くれる,動詞,13,6
西ドイツ,名詞,13,10
信夫,名詞,13,8
ニュー,名詞,13,7
娘,名詞,13,10
依頼,名詞,13,9
早稲田大学,名詞,13,4
ライバル,名詞,13,10
省,名詞,13,10
医師,名詞,13,6
批判,名詞,13,6
示す,動詞,13,7
進める,動詞,13,12
認める,動詞,13,9
作品,名詞,13,8
不明,名詞,12,11
減点,名詞,12,6
大震災,名詞,12,8
明かす,動詞,12,8
不良,名詞,12,8
乗る,動詞,12,11
早い,形容詞,12,11
システム,名詞,12,8
末,名詞,12,6
学部,名詞,12,10
来歴,名詞,12,12
専攻,名詞,12,11
両足,名詞,12,8
規定,名詞,12,8
その他,名詞,12,8
科,名詞,12,9
コロナ,名詞,12,8
デニス,名詞,12,10
濱田,名詞,12,4
国民,名詞,12,8
友人,名詞,12,9
国体,名詞,12,6
舞台,名詞,12,11
候補,名詞,12,9
息子,名詞,12,8
傍ら,名詞,12,11
話す,動詞,12,8
圧巻,名詞,12,2
取る,動詞,12,7
プラハ,名詞,12,8
ラテン語,名詞,12,12
快挙,名詞,12,8
地区,名詞,12,11
敗れる,動詞,12,11
紹介,名詞,12,10
アクシデント,名詞,12,8
教育,名詞,12,8
年度,名詞,12,8
以内,名詞,12,10
ハルビン,名詞,12,8
バランス,名詞,12,6
加える,動詞,12,8
休養,名詞,12,8
痛める,動詞,12,8
タリン,名詞,12,11
セルゲイ,名詞,12,12
ジェフリー,名詞,12,11
クリスタル,名詞,12,9
追い上げる,動詞,12,8
北海道,名詞,12,7
大差,名詞,12,7
号,名詞,11,7
市内,名詞,11,8
登録,名詞,11,9
内容,名詞,11,7
憧れる,動詞,11,8
オスロ,名詞,11,9
付き,名詞,11,1
きる,動詞,11,9
悔しい,形容詞,11,1
確実,名詞,11,6
将来,名詞,11,11
北米,名詞,11,11
専門,名詞,11,9
支援,名詞,11,7
意向,名詞,11,8
博士,名詞,11,5
李,名詞,11,8
福岡,名詞,11,7
西日本,名詞,11,7
前日,名詞,11,11
ウイルス,名詞,11,9
教え子,名詞,11,9
ソフィア,名詞,11,10
友野,名詞,11,5
ロンバルディア,名詞,11,6
公表,名詞,11,11
運動,名詞,11,6
経る,動詞,11,9
浴びる,動詞,11,11
高橋,名詞,11,5
降りる,動詞,11,8
チャレンジャー,名詞,11,8
余儀ない,形容詞,11,8
身長,名詞,11,6
佐野,名詞,11,7
伸びる,動詞,11,8
目立つ,動詞,11,9
都築,名詞,11,3
歩,名詞,11,8
血液,名詞,11,11
京都,名詞,11,6
珍しい,形容詞,11,10
代替,名詞,11,9
代,名詞,11,5
キム,名詞,11,6
作曲,名詞,11,5
子供,名詞,11,7
学生,名詞,11,10
飛ぶ,動詞,11,8
資格,名詞,11,9
横浜,名詞,11,9
含める,動詞,11,10
季,名詞,11,7
木原,名詞,11,3
至る,動詞,11,9
組み,名詞,11,11
テスト,名詞,10,7
ベルリン,名詞,10,9
テニス,名詞,10,3
スコット,名詞,10,10
躍進,名詞,10,9
・,名詞,10,5
セカンド,名詞,10,2
越える,動詞,10,8
書く,動詞,10,9
マサチューセッツ,名詞,10,6
症,名詞,10,9
通う,動詞,10,9
２,名詞,10,6
通過,名詞,10,9
ブラジル,名詞,10,4
番,名詞,10,6
ジョージア,名詞,10,6
ローラン,名詞,10,1
話題,名詞,10,9
いい,形容詞,10,7
確保,名詞,10,8
答える,動詞,10,6
多数,名詞,10,8
臀部,名詞,10,3
はじめる,動詞,10,10
中心,名詞,10,8
育つ,動詞,10,10
長,名詞,10,7
分間,名詞,10,7
少ない,形容詞,10,8
新型,名詞,10,7
育成,名詞,10,9
母国,名詞,10,9
クリーン,名詞,10,8
少年,名詞,10,9
とる,動詞,10,8
人気,名詞,10,8
深い,形容詞,10,9
全員,名詞,10,8
失う,動詞,10,10
股関節,名詞,10,8
アイススケート,名詞,10,6
在学,名詞,10,9
業,名詞,10,9
置く,動詞,10,9
勧め,名詞,10,9
修士,名詞,10,7
俳優,名詞,10,7
開幕,名詞,10,5
実施,名詞,10,8
現地,名詞,10,5
体操,名詞,10,7
楽曲,名詞,10,5
収める,動詞,10,9
在籍,名詞,10,9
アゼルバイジャン,名詞,10,7
脳震盪,名詞,10,5
山田,名詞,9,7
残る,動詞,9,7
機会,名詞,9,8
チャイニーズ,名詞,9,5
迫る,動詞,9,8
側,名詞,9,2
内定,名詞,9,7
論文,名詞,9,5
モデル,名詞,9,7
保持,名詞,9,4
年明け,名詞,9,7
オンタリオ,名詞,9,8
兄弟,名詞,9,9
腰,名詞,9,5
僅差,名詞,9,6
一緒,名詞,9,9
回り,名詞,9,3
刑事,名詞,9,7
ベリー,名詞,9,3
半月,名詞,9,5
悪い,形容詞,9,7
帯同,名詞,9,6
一番,名詞,9,7
開発,名詞,9,4
インフルエンザ,名詞,9,8
創設,名詞,9,9
割,名詞,9,4
制限,名詞,9,8
放送,名詞,9,8
タレント,名詞,9,6
トレーナー,名詞,9,4
決断,名詞,9,8
経済,名詞,9,6
経営,名詞,9,7
番手,名詞,9,3
名付ける,動詞,9,6
念願,名詞,9,9
向かう,動詞,9,7
限り,名詞,9,8
１,名詞,9,5
やめる,動詞,9,5
終盤,名詞,9,5
ダニエル,名詞,9,9
有香,名詞,9,7
報じる,動詞,9,6
レッスン,名詞,9,7
落選,名詞,9,6
心,名詞,9,6
ケガ,名詞,9,8
板,名詞,9,5
抱える,動詞,9,8
弁護士,名詞,9,6
期間,名詞,9,6
辞任,名詞,9,7
報告,名詞,9,5
点数,名詞,9,6
学位,名詞,9,7
並行,名詞,9,8
文学,名詞,9,4
並ぶ,動詞,9,7
称える,動詞,9,6
靱帯,名詞,9,3
拡大,名詞,9,5
不調,名詞,9,8
田村,名詞,9,5
トヨタ自動車,名詞,9,2
小学校,名詞,9,9
激しい,形容詞,9,7
見舞う,動詞,9,8
一時,名詞,9,7
来日,名詞,9,5
かかわる,動詞,9,7
決意,名詞,9,9
伊藤,名詞,9,7
苦手,名詞,9,8
法政大学,名詞,9,7
クリストファー,名詞,9,9
草,名詞,9,6
荒川,名詞,9,8
大変,名詞,9,6
座,名詞,9,7
バトル,名詞,9,8
死亡,名詞,8,4
気持ち,名詞,8,5
安静,名詞,8,3
感謝,名詞,8,5
狙う,動詞,8,8
参考,名詞,8,5
頑張る,動詞,8,3
援助,名詞,8,5
厳しい,形容詞,8,6
成し遂げる,動詞,8,6
バック,名詞,8,6
封印,名詞,8,5
プランタン,名詞,8,6
山本,名詞,8,5
近畿,名詞,8,2
議員,名詞,8,1
宣言,名詞,8,5
祖父,名詞,8,5
研磨,名詞,8,2
犯す,動詞,8,6
挽回,名詞,8,6
稔,名詞,8,7
関わる,動詞,8,6
増やす,動詞,8,8
精神,名詞,8,4
身体,名詞,8,5
好調,名詞,8,8
ダンサー,名詞,8,7
積極,名詞,8,7
有名,名詞,8,5
機,名詞,8,6
静香,名詞,8,7
太,名詞,8,5
武器,名詞,8,7
指摘,名詞,8,7
米国,名詞,8,8
学業,名詞,8,7
結ぶ,動詞,8,7
４,名詞,8,6
つけ,名詞,8,5
変える,動詞,8,8
意思,名詞,8,5
負う,動詞,8,7
むら,名詞,8,8
現す,動詞,8,8
タイペイ,名詞,8,5
重なる,動詞,8,6
自宅,名詞,8,7
脱臼,名詞,8,6
事実,名詞,8,6
肩,名詞,8,7
マネジメント,名詞,8,6
長い,形容詞,8,8
若手,名詞,8,7
役員,名詞,8,6
平成,名詞,8,5
ミッチェル,名詞,8,4
断,名詞,8,8
リー,名詞,8,8
殆ど,名詞,8,4
部分,名詞,8,7
明治,名詞,8,8
ミラノ,名詞,8,8
方式,名詞,8,4
流行,名詞,8,4
全体,名詞,8,7
リトアニア,名詞,8,5
病院,名詞,8,7
言葉,名詞,8,5
幼い,形容詞,8,5
連れる,動詞,8,8
伴う,動詞,8,8
ジャン,名詞,8,7
応援,名詞,8,6
重ねる,動詞,8,7
柔軟,名詞,8,6
頭,名詞,8,7
表彰,名詞,8,5
政治,名詞,8,4
ボルト,名詞,8,7
炎,名詞,8,8
繰る,動詞,8,8
勢,名詞,8,8
一般,名詞,8,6
三浦,名詞,8,3
日本語,名詞,8,7
ワルシャワ,名詞,8,8
東北,名詞,8,3
過ごす,動詞,8,6
加納,名詞,8,3
シェーファー,名詞,8,7
イーグル,名詞,8,4
下げる,動詞,8,6
不在,名詞,8,4
体重,名詞,8,6
考案,名詞,8,4
ポール,名詞,8,8
マイナス,名詞,8,8
判定,名詞,8,6
ロサンゼルス,名詞,8,5
両手,名詞,7,4
計画,名詞,7,4
夢,名詞,7,5
裕,名詞,7,6
伸ばせる,動詞,7,2
墜落,名詞,7,4
声,名詞,7,5
要す,動詞,7,6
役,名詞,7,7
存在,名詞,7,7
増える,動詞,7,7
神奈川,名詞,7,5
リガ,名詞,7,7
不振,名詞,7,7
就職,名詞,7,7
男,名詞,7,6
発音,名詞,7,5
荒井,名詞,7,3
姿,名詞,7,6
太一,名詞,7,2
世,名詞,7,7
炎症,名詞,7,6
ドラマ,名詞,7,5
文化,名詞,7,3
発症,名詞,7,5
見送る,動詞,7,7
新人,名詞,7,7
文学部,名詞,7,6
小学生,名詞,7,6
繰り上げる,動詞,7,3
報道,名詞,7,6
若い,形容詞,7,7
切る,動詞,7,5
誇る,動詞,7,6
合宿,名詞,7,6
意欲,名詞,7,4
左足,名詞,7,5
満知子,名詞,7,6
控える,動詞,7,7
制覇,名詞,7,6
満足,名詞,7,5
叶う,動詞,7,7
継続,名詞,7,6
緊急,名詞,7,5
考え,名詞,7,7
改正,名詞,7,4
真,名詞,7,6
悩ます,動詞,7,6
説明,名詞,7,5
ホーム,名詞,7,5
ホッケー,名詞,7,5
博,名詞,7,5
プレゼント,名詞,7,6
勝つ,動詞,7,4
課題,名詞,7,4
惨敗,名詞,7,7
勝利,名詞,7,5
負担,名詞,7,7
成美,名詞,7,3
ミシガン,名詞,7,6
昨年,名詞,7,6
バトン,名詞,7,3
堪える,動詞,7,3
基準,名詞,7,6
花,名詞,7,3
ユーロ,名詞,7,6
停止,名詞,7,5
有望,名詞,7,6
千葉,名詞,7,7
光彦,名詞,7,3
国籍,名詞,7,5
質,名詞,7,5
メンバー,名詞,7,7
名誉,名詞,7,5
男児,名詞,7,5
入院,名詞,7,6
生かす,動詞,7,6
回数,名詞,7,5
級,名詞,7,6
授与,名詞,7,4
出来,名詞,7,7
用いる,動詞,7,6
分かる,動詞,7,6
フィラデルフィア,名詞,7,5
番目,名詞,7,7
勉強,名詞,7,6
複数,名詞,7,6
本来,名詞,7,6
離婚,名詞,7,6
いち,名詞,7,7
セルビア,名詞,7,2
ダブル,名詞,7,6
連発,名詞,7,7
テン,名詞,7,5
黒竜江,名詞,7,7
ジョニー,名詞,7,3
ソウル,名詞,7,7
集める,動詞,7,7
辞める,動詞,7,7
来る,動詞,7,6
ケリー,名詞,7,3
順,名詞,7,6
カール,名詞,7,6
長女,名詞,7,5
鍵山,名詞,7,5
イベント,名詞,7,6
アルゼンチン,名詞,7,2
エルビス,名詞,7,3
スロー,名詞,7,5
スペシャル,名詞,7,7
ジャック,名詞,7,6
龍一,名詞,7,5
楽しい,形容詞,7,4
陣,名詞,7,5
シーズンオフ,名詞,7,7
お互い,名詞,7,6
シドニー,名詞,7,6
部門,名詞,7,5
杉田,名詞,7,4
スクール,名詞,7,5
あたる,動詞,7,7
陳,名詞,7,5
ゲーム,名詞,7,5
頭角,名詞,7,7
わかる,動詞,7,7
シャモニー,名詞,7,5
長光,名詞,7,5
退く,動詞,7,6
なす,動詞,7,7
アカデミー,名詞,7,6
輝く,動詞,7,7
項目,名詞,7,3
