word,pos,total,articles
アニメ,名詞,1296,351
歌,名詞,1290,342
ん,名詞,1288,344
ダンス,名詞,1278,376
ら,名詞,1272,406
ラジオ,名詞,1266,378
号,名詞,1250,375
週刊,名詞,1248,443
言う,動詞,1246,375
持つ,動詞,1240,455
配信,名詞,1230,391
夢,名詞,1224,405
女子,名詞,1222,395
大学,名詞,1220,364
語る,動詞,1208,336
期,名詞,1186,430
愛,名詞,1184,361
企画,名詞,1180,415
移籍,名詞,1180,438
きっかけ,名詞,1172,478
できる,動詞,1168,354
収録,名詞,1156,275
組,名詞,1144,263
年間,名詞,1130,407
果たす,動詞,1114,415
見る,動詞,1102,357
中学,名詞,1092,400
出場,名詞,1084,328
呼ぶ,動詞,1078,356
共演,名詞,1076,320
多い,形容詞,1060,362
プロジェクト,名詞,1040,341
改名,名詞,1036,407
記念,名詞,1030,326
登場,名詞,1030,358
神奈川,名詞,1024,453
応募,名詞,1024,394
公開,名詞,1016,323
獲得,名詞,1002,362
活躍,名詞,1000,409
大会,名詞,998,295
就任,名詞,966,326
コンサート,名詞,956,208
最終,名詞,952,366
レコード,名詞,944,235
スカウト,名詞,944,423
人気,名詞,942,331
選出,名詞,936,327
終了,名詞,936,371
入り,名詞,926,361
行く,動詞,914,304
ガール,名詞,912,321
演じる,動詞,910,267
連続,名詞,908,271
埼玉,名詞,904,359
キャラクター,名詞,902,333
経る,動詞,902,409
昭和,名詞,896,209
入る,動詞,894,333
経験,名詞,892,328
解散,名詞,890,320
研究,名詞,886,238
プロ,名詞,876,297
中心,名詞,862,370
復帰,名詞,858,272
会社,名詞,854,315
憧れる,動詞,854,341
祭,名詞,848,255
全国,名詞,842,310
やる,動詞,838,300
知る,動詞,838,304
代表,名詞,836,281
最後,名詞,826,312
作詞,名詞,818,218
福岡,名詞,816,198
経歴,名詞,812,397
花,名詞,802,255
プロデュース,名詞,796,290
掲載,名詞,796,294
休止,名詞,794,319
少女,名詞,794,241
株式会社,名詞,792,319
周年,名詞,790,237
ゲーム,名詞,784,235
フジテレビ,名詞,784,254
報告,名詞,782,281
リーダー,名詞,780,276
千葉,名詞,778,319
カラー,名詞,778,324
続ける,動詞,774,284
年代,名詞,768,209
述べる,動詞,766,198
専属,名詞,766,218
母,名詞,766,240
ステージ,名詞,760,252
センター,名詞,758,196
在籍,名詞,754,280
歌唱,名詞,750,207
開設,名詞,744,265
生まれる,動詞,740,319
漫画,名詞,738,206
ヤング,名詞,736,279
ヒット,名詞,734,143
姉,名詞,730,222
レース,名詞,726,240
監督,名詞,724,152
世界,名詞,720,241
選挙,名詞,716,101
理由,名詞,716,277
再開,名詞,714,285
出産,名詞,712,242
クイーン,名詞,706,235
日本テレビ,名詞,702,244
誕生,名詞,700,240
当初,名詞,700,281
サイト,名詞,700,276
ちる,動詞,694,219
ファッション,名詞,686,246
アーティスト,名詞,686,260
母親,名詞,684,233
特別,名詞,678,267
主催,名詞,678,285
美,名詞,678,248
クラブ,名詞,676,147
自ら,名詞,660,251
制作,名詞,656,217
審査,名詞,654,247
ゲスト,名詞,650,235
アイドリング,名詞,648,60
良い,形容詞,642,229
小学校,名詞,640,240
部門,名詞,640,183
渡辺,名詞,638,145
夫,名詞,636,210
新人,名詞,636,202
記録,名詞,636,184
予定,名詞,632,242
料理,名詞,618,229
食べ物,名詞,612,229
ハロー,名詞,612,179
もつ,動詞,612,268
ビデオ,名詞,610,234
プロモーション,名詞,604,231
契約,名詞,598,215
上京,名詞,598,251
通う,動詞,596,230
しまう,動詞,594,209
和,名詞,594,143
考える,動詞,594,187
いい,形容詞,594,214
彼女,名詞,592,174
ミュージック,名詞,592,201
シリーズ,名詞,590,193
てる,動詞,590,207
声,名詞,588,190
男性,名詞,582,240
愛知,名詞,582,237
本,名詞,582,207
欅,名詞,580,53
影響,名詞,578,218
時期,名詞,574,220
中学校,名詞,574,246
プロダクション,名詞,572,211
ミュージカル,名詞,570,146
挑戦,名詞,568,214
決定,名詞,568,225
表紙,名詞,566,198
妹,名詞,562,222
く,動詞,560,197
モーニング,名詞,558,139
メイン,名詞,558,222
姿,名詞,556,209
鑑賞,名詞,556,248
話題,名詞,556,224
業,名詞,556,219
チャンネル,名詞,554,191
目指す,動詞,554,227
ピアノ,名詞,554,190
スポーツ,名詞,554,210
作曲,名詞,554,152
期間,名詞,552,225
本格,名詞,550,244
小学,名詞,548,210
代目,名詞,548,213
個人,名詞,546,216
生まれ,名詞,544,249
進学,名詞,542,206
こ,名詞,542,216
退る,動詞,542,235
単独,名詞,540,193
公表,名詞,538,223
家族,名詞,538,203
コス,名詞,536,131
その他,名詞,536,220
主,名詞,532,237
北海道,名詞,530,177
スター,名詞,530,150
出る,動詞,530,195
級,名詞,526,168
父,名詞,526,182
マガジン,名詞,526,158
紹介,名詞,526,223
プロデューサー,名詞,524,185
仲,名詞,524,189
フリー,名詞,524,217
生活,名詞,522,188
ヒロイン,名詞,520,184
大賞,名詞,518,144
さくら,名詞,518,129
ファッションモデル,名詞,518,235
水着,名詞,516,193
動画,名詞,514,164
オリコン,名詞,512,139
存在,名詞,512,182
ランキング,名詞,510,166
入学,名詞,500,203
女,名詞,500,181
名古屋,名詞,500,148
父親,名詞,500,170
候補,名詞,498,192
学園,名詞,498,182
限定,名詞,498,186
音,名詞,498,161
色,名詞,496,185
日向,名詞,496,49
令,名詞,496,106
地元,名詞,494,207
お披露目,名詞,490,209
優勝,名詞,488,189
中学生,名詞,486,188
多数,名詞,484,207
俳優,名詞,484,170
映像,名詞,484,175
渋谷,名詞,476,175
伴う,動詞,472,204
インタビュー,名詞,472,165
青春,名詞,472,153
子供,名詞,472,173
恋,名詞,472,165
オリジナル,名詞,472,175
伊藤,名詞,470,119
立つ,動詞,470,185
大使,名詞,468,160
ゆ,名詞,466,140
小学生,名詞,464,185
戦,名詞,462,153
キャッチフレーズ,名詞,458,199
年度,名詞,458,163
集める,動詞,456,197
挙げる,動詞,456,166
応援,名詞,456,190
版,名詞,454,166
くれる,動詞,452,148
ゆう,動詞,452,171
野球,名詞,452,120
司会,名詞,452,156
もも,名詞,450,87
同月,名詞,450,148
僕,名詞,448,156
ベスト,名詞,446,159
以来,名詞,446,167
兄,名詞,444,172
過去,名詞,444,184
先輩,名詞,444,169
ツアー,名詞,442,128
紅白,名詞,440,95
鈴木,名詞,440,105
劇団,名詞,438,151
強い,形容詞,438,157
美少女,名詞,438,165
離婚,名詞,438,150
エピソード,名詞,438,198
読む,動詞,438,175
恋愛,名詞,438,140
明かす,動詞,436,167
一緒,名詞,436,171
演技,名詞,436,143
バンド,名詞,434,124
連載,名詞,432,155
菜,名詞,432,155
風,名詞,432,139
機,名詞,432,188
社長,名詞,430,154
目標,名詞,430,184
関連,名詞,430,156
高い,形容詞,428,164
続く,動詞,428,163
コメント,名詞,426,132
評価,名詞,422,151
付,名詞,422,153
発言,名詞,422,141
ラスト,名詞,420,99
実施,名詞,420,107
参照,名詞,420,171
性,名詞,420,139
スタッフ,名詞,418,152
言葉,名詞,418,148
ボーカル,名詞,418,159
まり,名詞,416,110
主題歌,名詞,414,132
起用,名詞,414,144
テレビ東京,名詞,412,173
高橋,名詞,412,126
興味,名詞,410,168
テレビ朝日,名詞,410,169
得意,名詞,410,175
サイズ,名詞,410,179
一番,名詞,408,154
か月,名詞,406,155
弟,名詞,406,162
山口,名詞,406,109
スタート,名詞,404,174
出す,動詞,404,161
プレ,名詞,402,122
以外,名詞,400,165
星,名詞,400,135
芸能人,名詞,400,168
君,名詞,398,150
書く,動詞,398,150
夜,名詞,398,136
末,名詞,396,175
選手,名詞,396,147
顔,名詞,396,167
来る,動詞,394,147
スーパー,名詞,394,143
一般,名詞,392,173
飾る,動詞,392,175
見せる,動詞,390,158
話す,動詞,388,145
一員,名詞,388,167
代,名詞,388,144
番,名詞,388,142
同期,名詞,386,171
南,名詞,386,122
週間,名詞,384,123
ジャンプ,名詞,384,161
使用,名詞,382,145
資格,名詞,382,151
薬師丸,名詞,382,11
ホール,名詞,380,118
バレエ,名詞,380,126
情報,名詞,378,162
田中,名詞,378,99
歌合戦,名詞,378,102
出版,名詞,378,164
幼少,名詞,374,173
コーナー,名詞,374,149
注目,名詞,374,164
友人,名詞,372,156
始まる,動詞,372,162
彩,名詞,370,132
結果,名詞,370,149
姉妹,名詞,368,142
広島,名詞,368,82
正式,名詞,366,165
ギター,名詞,366,105
在学,名詞,366,171
妊娠,名詞,366,135
小説,名詞,364,121
学院,名詞,364,92
冠,名詞,364,124
かける,動詞,364,147
子役,名詞,362,129
コンビ,名詞,360,119
検定,名詞,360,97
心,名詞,358,133
翌年,名詞,358,143
レッスン,名詞,356,134
食べる,動詞,356,126
京都,名詞,354,112
コンテスト,名詞,352,141
桜,名詞,352,134
横浜,名詞,352,140
得る,動詞,350,145
カップ,名詞,350,125
森,名詞,348,112
あや,名詞,348,117
苦手,名詞,348,134
台湾,名詞,346,54
プロレス,名詞,346,61
集英社,名詞,346,120
投票,名詞,346,127
衣装,名詞,346,127
作る,動詞,346,138
パフォーマンス,名詞,346,127
ひる,動詞,346,121
もらう,動詞,344,135
総合,名詞,344,139
抜擢,名詞,344,147
ソング,名詞,344,122
将来,名詞,342,149
ヌード,名詞,342,124
専念,名詞,342,162
両親,名詞,342,143
イン,名詞,340,114
昇格,名詞,340,137
テーマ,名詞,338,130
お笑い,名詞,338,111
メディア,名詞,338,141
ホリプロ,名詞,338,96
ブランド,名詞,338,136
会う,動詞,338,143
ピンク,名詞,338,135
スタジオ,名詞,336,100
感じる,動詞,336,111
深夜,名詞,336,122
佐藤,名詞,334,120
恵比寿,名詞,334,77
系列,名詞,334,132
兵庫,名詞,332,145
インターネット,名詞,330,137
迎える,動詞,330,129
のち,名詞,330,144
ほる,動詞,328,117
専門,名詞,328,134
脱退,名詞,328,138
むら,名詞,326,157
変更,名詞,326,145
里,名詞,324,120
大好き,名詞,324,129
歌謡,名詞,324,95
カバー,名詞,324,100
太字,名詞,322,149
タイトル,名詞,322,135
プロフィール,名詞,322,138
新宿,名詞,322,115
松本,名詞,322,83
記事,名詞,320,117
猫,名詞,320,100
経営,名詞,320,120
取得,名詞,318,128
胸,名詞,316,104
香,名詞,316,114
はる,動詞,316,129
性格,名詞,316,134
決める,動詞,316,131
ワンマン,名詞,314,99
つく,動詞,314,129
スペシャル,名詞,314,120
進出,名詞,312,128
更新,名詞,312,132
組む,動詞,312,134
キャンペーン,名詞,312,127
明らか,名詞,312,136
継続,名詞,310,139
師,名詞,310,117
同日,名詞,310,123
けやき坂,名詞,310,31
トーク,名詞,310,126
習う,動詞,308,131
本田,名詞,308,27
キャプテン,名詞,308,83
ニックネーム,名詞,308,144
使う,動詞,306,120
橋本,名詞,306,79
マネージャー,名詞,306,113
状態,名詞,304,122
姫,名詞,304,103
ジュニア,名詞,304,122
一時,名詞,304,132
最初,名詞,304,134
女神,名詞,302,108
静岡,名詞,302,108
咲,名詞,302,108
評す,動詞,302,105
気持ち,名詞,300,104
東,名詞,300,113
加藤,名詞,298,88
報道,名詞,298,91
沖縄,名詞,298,76
堀越,名詞,298,122
推す,動詞,296,113
仮面,名詞,296,59
大きい,形容詞,296,115
宣伝,名詞,294,61
高校生,名詞,294,131
最高,名詞,294,103
太陽,名詞,294,117
初代,名詞,294,126
メジャー,名詞,294,120
ネット,名詞,292,115
エントリー,名詞,292,125
社,名詞,292,123
全て,名詞,292,123
パーソナリティ,名詞,290,106
勉強,名詞,290,116
合同,名詞,290,101
演劇,名詞,288,97
よい,形容詞,288,114
トップ,名詞,288,102
実家,名詞,286,121
受験,名詞,286,99
市立,名詞,286,100
あい,名詞,286,85
弾,名詞,284,98
中国,名詞,284,70
紗,名詞,284,108
演奏,名詞,284,91
残る,動詞,282,119
交際,名詞,282,102
海外,名詞,282,102
文化,名詞,282,108
現役,名詞,280,125
語,名詞,280,100
好む,動詞,278,91
吉田,名詞,278,82
自宅,名詞,278,104
握手,名詞,278,96
劇,名詞,276,96
ひな,名詞,276,72
聞く,動詞,276,105
聴く,動詞,276,93
会場,名詞,274,97
ランク,名詞,274,101
決まる,動詞,274,114
生誕,名詞,274,88
飼う,動詞,272,108
物語,名詞,272,102
送る,動詞,272,114
アルバイト,名詞,272,111
デザイン,名詞,270,89
制,名詞,270,111
退社,名詞,270,112
投稿,名詞,270,102
オフィス,名詞,270,108
休業,名詞,268,101
描く,動詞,268,101
提供,名詞,268,92
レーベル,名詞,268,108
シアター,名詞,268,102
海,名詞,266,106
変わる,動詞,264,102
学生,名詞,264,111
岡田,名詞,264,59
山本,名詞,264,89
スタイル,名詞,264,107
ダンサー,名詞,264,97
男,名詞,264,92
表記,名詞,264,109
希望,名詞,262,101
華,名詞,262,89
制服,名詞,262,100
主人公,名詞,260,101
水泳,名詞,260,111
日本人,名詞,260,98
め,名詞,260,81
観光,名詞,260,104
優,名詞,260,101
佐々木,名詞,258,66
ファンクラブ,名詞,258,81
キャラ,名詞,258,89
戦士,名詞,258,80
人組,名詞,258,117
同級生,名詞,258,116
宣言,名詞,258,103
足,名詞,256,99
アシスタント,名詞,256,102
由来,名詞,256,115
在住,名詞,256,116
委員,名詞,256,89
スリー,名詞,256,119
ほしい,形容詞,254,98
死ぬ,動詞,254,97
答える,動詞,254,84
ジャパン,名詞,254,101
業務,名詞,254,109
松田,名詞,254,66
でんぱ,名詞,252,24
少年,名詞,252,91
ラブ,名詞,252,81
ドライブ,名詞,252,92
ひまわり,名詞,252,72
アメリカ,名詞,252,88
戦隊,名詞,252,51
ショー,名詞,252,89
人生,名詞,252,102
科,名詞,250,99
意味,名詞,250,105
英語,名詞,250,98
設立,名詞,250,99
表現,名詞,250,85
関西,名詞,250,103
みなみ,名詞,248,83
体調,名詞,248,100
韓国,名詞,248,51
すごい,形容詞,248,81
学ぶ,動詞,248,104
石川,名詞,248,73
禁止,名詞,248,95
未来,名詞,248,94
会見,名詞,246,73
上げる,動詞,246,105
拠点,名詞,246,110
石野,名詞,244,11
残す,動詞,244,102
クラシック,名詞,244,90
側,名詞,244,85
カラオケ,名詞,244,102
聖子,名詞,244,40
亜,名詞,244,86
事件,名詞,242,63
恵,名詞,242,87
読者,名詞,242,98
兼任,名詞,242,75
すぎる,動詞,242,97
小林,名詞,242,85
取材,名詞,242,96
販売,名詞,242,102
国際,名詞,242,100
秋葉原,名詞,242,84
梨,名詞,240,78
報じる,動詞,240,84
提携,名詞,240,98
観る,動詞,240,92
大,名詞,240,93
無い,形容詞,238,96
育つ,動詞,238,109
コピー,名詞,238,112
派生,名詞,238,106
落選,名詞,238,100
原宿,名詞,238,100
踊る,動詞,236,90
辞める,動詞,236,95
半,名詞,236,104
絵,名詞,236,78
キャッチ,名詞,236,109
表明,名詞,236,97
天使,名詞,234,93
撮る,動詞,234,93
旧姓,名詞,234,115
チャート,名詞,234,67
年齢,名詞,234,93
ゆる,動詞,234,83
シーン,名詞,234,84
中野,名詞,232,77
虹,名詞,232,63
坂道,名詞,232,63
麻衣,名詞,230,75
松井,名詞,230,43
一部,名詞,230,98
含む,動詞,230,103
入れる,動詞,230,93
表題,名詞,230,80
友達,名詞,230,89
内容,名詞,230,85
長女,名詞,230,95
スクール,名詞,230,92
留学,名詞,228,79
郡,名詞,228,98
館,名詞,228,89
カップリング,名詞,228,82
越路,名詞,228,5
リンク,名詞,228,108
とる,動詞,228,95
札幌,名詞,228,70
広告,名詞,228,95
コロナ,名詞,226,98
中退,名詞,226,98
事実,名詞,226,93
井上,名詞,226,71
オスカー,名詞,226,65
百恵,名詞,226,33
働く,動詞,226,92
免許,名詞,224,94
編集,名詞,224,83
つける,動詞,224,97
美容,名詞,224,86
カフェ,名詞,224,78
初期,名詞,224,102
幼稚園,名詞,224,93
向け,名詞,222,95
協会,名詞,222,83
教育,名詞,222,78
都内,名詞,222,95
離れる,動詞,222,106
アカウント,名詞,222,83
ファースト,名詞,222,100
書籍,名詞,222,98
白,名詞,220,94
月末,名詞,220,99
バラエティー,名詞,220,94
中森,名詞,220,31
飲む,動詞,220,83
概要,名詞,220,108
県立,名詞,220,106
盤,名詞,220,72
サッカー,名詞,220,76
ねる,動詞,220,75
バック,名詞,218,80
演出,名詞,218,73
学業,名詞,218,100
団,名詞,218,79
熊本,名詞,216,52
公言,名詞,216,92
交流,名詞,216,88
タイプ,名詞,216,88
ソニー,名詞,216,67
同誌,名詞,216,85
直後,名詞,216,92
読書,名詞,216,94
勤務,名詞,216,95
ポジション,名詞,216,71
芽,名詞,216,76
芸人,名詞,216,79
作り,名詞,216,99
プレイヤー,名詞,214,67
いちご,名詞,214,32
まゆ,名詞,214,55
チャンピオン,名詞,214,80
男児,名詞,214,93
可愛い,形容詞,214,74
夜明け,名詞,214,73
エンターテインメント,名詞,214,85
涙,名詞,212,81
ころ,名詞,212,86
視聴,名詞,212,85
嗜好,名詞,210,105
運営,名詞,210,89
至る,動詞,210,91
不良,名詞,210,91
座,名詞,210,88
展開,名詞,210,100
祭り,名詞,210,94
アナウンサー,名詞,210,59
書道,名詞,210,77
酒井,名詞,210,39
終わる,動詞,210,85
歌詞,名詞,210,71
私立,名詞,210,70
まつ,名詞,208,98
合わせる,動詞,208,87
ミニ,名詞,208,83
並行,名詞,208,98
称す,動詞,208,93
おく,動詞,208,97
選考,名詞,208,86
幅広い,形容詞,208,100
隊,名詞,208,81
ポイント,名詞,208,96
プリンセス,名詞,208,59
もる,動詞,206,87
認める,動詞,206,88
パジャマ,名詞,206,77
ちゃう,動詞,206,73
出来る,動詞,206,91
ドル,名詞,206,67
外部,名詞,206,102
大分,名詞,206,42
付ける,動詞,204,90
学部,名詞,204,88
ベル,名詞,204,80
伝える,動詞,204,81
アリス,名詞,202,50
アリーナ,名詞,202,66
黒,名詞,202,77
国籍,名詞,202,11
通り,名詞,202,86
売上,名詞,202,64
いとう,名詞,202,71
生放送,名詞,202,75
学科,名詞,202,87
大島,名詞,200,64
宮崎,名詞,200,48
一方,名詞,200,82
育ち,名詞,200,95
斉藤,名詞,200,55
芸術,名詞,200,77
メイド,名詞,200,51
長い,形容詞,198,81
こなす,動詞,198,90
萌,名詞,198,67
陽,名詞,198,76
ときめき,名詞,198,21
尊敬,名詞,198,82
派,名詞,198,82
ゆり,名詞,198,59
セクシー,名詞,198,77
原,名詞,198,63
全員,名詞,198,92
思い,名詞,198,87
過ごす,動詞,196,88
ゆく,動詞,196,84
新潟,名詞,196,59
為,名詞,196,84
体重,名詞,196,82
全日本,名詞,196,74
局,名詞,196,78
先生,名詞,196,82
自己,名詞,196,87
日本武道館,名詞,196,90
感謝,名詞,194,70
講談社,名詞,194,84
特集,名詞,194,72
定期,名詞,194,85
競馬,名詞,194,47
広げる,動詞,194,91
芸,名詞,194,63
長,名詞,194,68
超える,動詞,194,86
さいたま,名詞,192,70
特徴,名詞,192,87
唯一,名詞,192,82
人間,名詞,192,79
停止,名詞,192,67
転校,名詞,192,76
まね,名詞,192,48
ローカル,名詞,192,78
増える,動詞,192,85
れい,名詞,192,60
ワン,名詞,190,72
新型,名詞,190,78
・,名詞,190,83
櫻,名詞,190,30
記者,名詞,190,61
太田,名詞,188,53
観戦,名詞,188,72
今後,名詞,188,88
作家,名詞,188,72
ストリート,名詞,188,41
えり,名詞,188,70
成功,名詞,188,78
舞,名詞,188,77
美穂,名詞,188,55
普通,名詞,188,75
動物,名詞,188,81
後輩,名詞,188,77
募集,名詞,188,83
復活,名詞,188,78
手術,名詞,188,61
シンガーソングライター,名詞,188,69
構成,名詞,186,83
白石,名詞,186,55
鳴る,動詞,186,73
かわいい,形容詞,186,69
決意,名詞,186,85
嫌い,名詞,186,85
あげる,動詞,186,71
任命,名詞,184,81
アンダー,名詞,184,55
女子高,名詞,184,78
中村,名詞,184,65
異動,名詞,184,54
度目,名詞,184,59
女児,名詞,184,82
相手,名詞,184,78
転身,名詞,184,84
北,名詞,184,64
旅行,名詞,184,76
生徒,名詞,184,80
大人,名詞,182,70
相談,名詞,182,78
番号,名詞,182,73
後半,名詞,182,84
ハロ,名詞,182,55
現場,名詞,182,61
試合,名詞,182,50
蓮,名詞,180,21
ひとみ,名詞,180,59
唯,名詞,180,57
開く,動詞,180,75
沙,名詞,180,68
パン,名詞,180,45
神,名詞,178,67
仙台,名詞,178,57
進む,動詞,178,81
不明,名詞,178,85
つなぐ,動詞,178,76
追加,名詞,178,70
犬,名詞,178,74
企業,名詞,178,74
茨城,名詞,178,67
宮城,名詞,178,68
楽しい,形容詞,176,79
病院,名詞,176,63
赤,名詞,176,71
ゆう,名詞,176,65
お菓子,名詞,176,79
バスケットボール,名詞,176,71
世,名詞,176,63
グッズ,名詞,176,73
笑顔,名詞,176,66
実,名詞,176,68
前年,名詞,176,66
クローバー,名詞,176,32
塾,名詞,176,55
長野,名詞,176,52
地方,名詞,174,74
振付,名詞,174,54
女王,名詞,174,63
最優秀,名詞,174,64
元年,名詞,174,81
史上,名詞,174,73
ハート,名詞,174,58
完全,名詞,174,69
手掛ける,動詞,174,74
学,名詞,174,65
製作,名詞,174,64
練習,名詞,174,67
国民,名詞,174,59
シンデレラ,名詞,174,46
王,名詞,174,54
採用,名詞,174,75
いける,動詞,174,72
絶対,名詞,174,66
笑う,動詞,174,68
組閣,名詞,172,58
秋元,名詞,172,49
月刊,名詞,172,76
社会,名詞,172,72
加える,動詞,172,73
ラーメン,名詞,172,49
神戸,名詞,172,65
頑張る,動詞,172,71
芝居,名詞,172,63
含める,動詞,172,71
出席,名詞,172,72
あう,動詞,170,73
ページ,名詞,170,74
初日,名詞,170,68
親友,名詞,170,72
機会,名詞,170,74
曰く,名詞,170,72
衣,名詞,170,53
傍ら,名詞,170,81
問題,名詞,168,56
ゆき,名詞,168,59
兼,名詞,168,78
非常,名詞,168,67
毎週,名詞,168,59
事業,名詞,168,63
就職,名詞,168,67
さゆり,名詞,168,40
中山,名詞,168,42
教室,名詞,168,56
エロ,名詞,168,59
魅力,名詞,168,64
瞳,名詞,168,68
鹿児島,名詞,168,52
秋田,名詞,168,41
深い,形容詞,168,74
変える,動詞,166,75
買う,動詞,166,67
会員,名詞,166,64
研修生,名詞,166,58
ムーン,名詞,166,56
新曲,名詞,166,55
訪れる,動詞,166,65
福島,名詞,166,51
半年,名詞,166,74
希,名詞,166,61
覚える,動詞,166,65
新聞,名詞,166,71
選手権,名詞,164,59
チャーム,名詞,164,76
エージェンシー,名詞,164,65
実業,名詞,164,71
様子,名詞,164,70
小さい,形容詞,164,73
アップ,名詞,164,71
正規,名詞,164,72
キャスター,名詞,164,54
川,名詞,164,56
酒,名詞,164,53
立ち,名詞,164,73
勧める,動詞,164,74
デジタル,名詞,162,68
達成,名詞,162,67
プロレスラー,名詞,162,46
輝く,動詞,162,70
取締役,名詞,162,65
伝説,名詞,162,60
横山,名詞,162,53
後藤,名詞,162,51
やむ,動詞,162,77
着る,動詞,162,71
くださる,動詞,162,55
コーポレーション,名詞,162,63
意識,名詞,160,65
家庭,名詞,160,66
群馬,名詞,160,55
カメラ,名詞,160,62
戻る,動詞,160,71
観客,名詞,160,50
光,名詞,160,64
テン,名詞,160,47
ける,動詞,160,56
発行,名詞,160,59
ぐち,名詞,160,71
マン,名詞,160,54
主役,名詞,160,71
演歌,名詞,158,32
ウイルス,名詞,158,70
合う,動詞,158,72
バスト,名詞,158,73
栃木,名詞,158,59
感染,名詞,158,63
幼い,形容詞,158,71
アクション,名詞,158,62
入院,名詞,158,42
美しい,形容詞,156,70
クラス,名詞,156,63
駅,名詞,156,56
似る,動詞,156,70
山田,名詞,156,61
降板,名詞,156,65
上がる,動詞,156,67
イラスト,名詞,156,58
ブルー,名詞,156,66
キング,名詞,156,52
泣く,動詞,154,56
巻頭,名詞,154,56
関わる,動詞,154,68
真理,名詞,154,23
オープン,名詞,154,69
長男,名詞,154,60
見える,動詞,154,64
川崎,名詞,154,53
なみ,名詞,154,57
違う,動詞,154,66
クロ,名詞,154,27
純,名詞,154,44
取り上げる,動詞,154,68
さやか,名詞,154,53
住む,動詞,154,69
競技,名詞,154,52
電話,名詞,154,59
中止,名詞,154,61
今日,名詞,152,61
自称,名詞,152,67
条例,名詞,152,60
提出,名詞,152,58
堀,名詞,152,44
移す,動詞,152,74
博す,動詞,152,69
展,名詞,152,41
出生,名詞,152,69
陸上,名詞,150,50
セーラー,名詞,150,44
づく,動詞,150,65
ニッポン,名詞,150,53
小室,名詞,150,14
悪い,形容詞,150,66
東宝,名詞,150,39
桃,名詞,150,63
位置,名詞,150,62
明るい,形容詞,150,66
早い,形容詞,150,67
帰国,名詞,150,57
大切,名詞,148,59
佳,名詞,148,59
ジャズ,名詞,148,50
ロック,名詞,148,59
乙女,名詞,148,52
プライベート,名詞,148,67
複数,名詞,148,66
運動,名詞,148,64
ショップ,名詞,148,63
ダム,名詞,148,28
発,名詞,148,60
真夏,名詞,148,48
編,名詞,148,59
前述,名詞,148,63
出会う,動詞,148,68
りさ,名詞,148,51
わかる,動詞,148,60
