"number","title","pageid","namespace","length","touched"
"79","渋谷哲平","1016876","","32380","20220702014319"
"80","山本陽一","1029508","","16127","20220702014729"
"81","長田栄二","1052671","","14623","20220319022117"
"82","渡辺徹_(俳優)","1073952","","39464","20220627121003"
"83","あいざき進也","1079210","","32074","20220612054551"
"84","遠藤直人","1088186","","4610","20220413124857"
"85","高木延秀","1088224","","4422","20220413124902"
"86","井上ヨシマサ","1111275","","21509","20220602134928"
"87","長岡尚彦","1204802","","3470","20220618202331"
"88","古川栄司","1248167","","3158","20200814012231"
"89","高田翔","1311129","","32710","20220512063509"
"90","山口達也","1409696","","18390","20220430164241"
"91","相葉雅紀","1457574","","55992","20220701100027"
"92","風見しんご","1472585","","55662","20220629110106"
"93","黒沢浩","1474370","","8691","20210803235500"
"94","浜中文一","1474385","","34647","20220619022630"
"95","北川剛","1522980","","3330","20211228100324"
"96","稲葉雅人","1532821","","2634","20220203045704"
"97","田中宏幸_(ベーシスト)","1569660","","4507","20211229005451"
"98","内山怜也","1634677","","4105","20210804002443"
"99","越智貴広","1707554","","2149","20210416103331"
"100","櫻井翔","1733319","","96415","20220703032558"
"101","矢吹薫","1752912","","2987","20200820045616"
"102","大野智","1868489","","76311","20220620043247"
"103","石原裕次郎","1869808","","58617","20220628033926"
"104","西城秀樹","1979242","","142800","20220630073553"
"105","榎本雄太","2222640","","3220","20220520081022"
"106","豊川誕","2305657","","22260","20220622074324"
"107","香取慎吾","2702190","","78752","20220623092544"
"108","日下歩睦","2773936","","2356","20200810024309"
"109","草彅剛","2813732","","197316","20220621104329"
"110","ケビン・フェルナンデズ","2822188","","4579","20200816050614"
"111","小澤廉","2880682","","25489","20220531152331"
"112","藤正樹","3093235","","4882","20200820001851"
"113","松崎祐介","3139712","","15570","20220428145323"
"114","越岡裕貴","3139739","","18678","20220428094130"
"115","ミキティー本物","3247198","","11537","20220407162649"
"116","林翔太","3306282","","27136","20220530143911"
"117","白服","3336856","","10694","20211218163747"
"118","葉加瀬しお太","3340771","","4024","20220227160646"
"119","臼杵寛","3374218","","10157","20220519153518"
"120","東城祐季","3407285","","6316","20200919060027"
"121","室龍太","3418210","","40510","20220701224954"
"122","飯山裕太","3422711","","16858","20220611162627"
"123","岡田隆之介","3509662","","14282","20220301031736"
"124","荒一陽","3542344","","18035","20220702145203"
"125","西岡健吾","3545738","","16126","20220419153710"
"126","唯丸","3591248","","999","20220519105854"
"127","山口託矢","3634663","","253","20210512133300"
"128","大池瑞樹","3636177","","279","20210512134357"
"129","中村昌樹","3636190","","253","20210512133451"
"130","藪佑介","3636204","","241","20210512134159"
"131","大城光","3762276","","255","20200731073811"
"132","TAKA_(1993年生の俳優)","3768007","","20151","20220427112020"
"133","平野泰新","3776654","","258","20200731073747"
"134","久保雅樹","3863510","","1454","20210804155211"
"135","鶴房汐恩","4048957","","7880","20220314170316"
"136","金城碧海","4049489","","8379","20220306115348"
"137","川尻蓮","4049789","","17424","20220624140605"
"138","白岩瑠姫","4052623","","12320","20220418161703"
"139","豆原一成","4053126","","16104","20220701120920"
"140","大平祥生","4053935","","15918","20220517090146"
"141","與那城奨","4054846","","13289","20220508083214"
"142","川西拓実","4054916","","8709","20220703124143"
"143","木全翔也","4055971","","9009","20220430115722"
"144","河野純喜","4057515","","10646","20220607030623"
"145","佐藤景瑚","4057818","","7591","20220326101650"
"146","末吉9太郎","4106340","","74053","20220618165154"
"147","永田薫","4109023","","217","20200731073838"
"148","阿部周平","4109024","","273","20210401145625"
"149","山田健登","4118976","","6725","20220507151938"
"150","奥山ピーウィー","4132695","","6883","20210511120156"
"151","本田康祐","4148392","","9428","20211223103829"
"152","加藤大悟","4206868","","8519","20220624161318"
"153","あおい_(アイドル)","4208890","","15336","20220416054955"
"154","寺西拓人","4216087","","25327","20220429145030"
"155","仮屋瀬さつき","4217336","","3932","20220102174038"
"156","結城伽寿也","4224753","","28896","20220702042130"
"157","原嘉孝","4226994","","20354","20220608143518"
"158","成瀬敦志","4227924","","1235","20210330152055"
"159","佐野文哉","4312472","","5313","20211024112926"
"160","中川勝就","4312481","","4921","20211115121104"
"161","浦野秀太","4312484","","4950","20220426141018"
"162","近田力丸","4338245","","16840","20220503164118"
"163","宇野賛多","4349433","","6474","20211113024408"
"164","田淵累生","4356937","","11698","20220613132724"
"165","IGU_(B2takes!!)","4372993","","13518","20220702164802"
"166","ゆっきゅん","4391241","","13131","20220611064225"
"167","田島将吾","4395774","","32603","20220527192009"
"168","西洸人","4397135","","15486","20220630130745"
"169","木村柾哉","4397497","","19289","20220421172217"
"170","尾崎匠海","4401988","","20526","20220609144915"
"171","佐野雄大","4432513","","15785","20220608201853"
"172","島雄壮大","4434040","","271","20210815002043"
"173","久保舜斗","4434045","","268","20210815002359"
"174","廣瀬真人","4434046","","268","20210815004207"
"175","黒田竜平","4434048","","274","20210815002904"
"176","池亀樹音","4434049","","274","20210815003147"
"177","三山凌輝","4434051","","4427","20220701164905"
"178","上村礼王","4434053","","268","20210815004114"
"179","松田迅","4436331","","15999","20220529183928"
"180","藤牧京介","4438055","","18286","20220611124508"
"181","池﨑理人","4440287","","20465","20220610131725"
"182","許豊凡","4441485","","17097","20220422102835"
"183","髙塚大夢","4443874","","18352","20220422091331"
"184","後藤威尊","4446060","","16585","20220506094410"
"185","大友海","4447106","","4420","20220602145000"
"186","矢追幸宏","4451130","","3703","20220517052513"
"187","野口友輔","4469405","","5616","20220602153301"
"188","朝田のぼる","4492598","","11366","20211206122930"
"189","堀田竜成","4498940","","16108","20220701105401"
"190","冬馬","4528319","","1836","20220409125510"
"191","渡辺秀吉","4540033","","8552","20220221235155"
"192","蔵田尚樹","4590379","","7031","20220518134955"
"193","高橋わたる_(歌手)","4608844","","2904","20220611180207"
