"number","title","pageid","namespace","length","touched"
"179","ウラジーミル・ウスペンスキー","1318636","","11206","20190927143001"
"180","ヤニック・ポンセロ","1323570","","20780","20220528003327"
"181","トート・ゾルターン","1323576","","12215","20200406102036"
"182","ヴィクトール・ファイファー","1323586","","19312","20211204081542"
"183","呉家亮","1324072","","19623","20171204144222"
"184","梅谷英生","1330233","","6543","20200827043907"
"185","ジョーダン・ブラウニンガー","1333522","","9137","20160228205750"
"186","ケヴィン・レイノルズ_(フィギュアスケート選手)","1337257","","36606","20220105030551"
"187","ジョフリー・ヴァーナー","1339940","","7733","20160922223852"
"188","パーカー・ペニングトン","1339955","","9410","20181016131046"
"189","フロリアン・ユスト","1359296","","10266","20181101130838"
"190","佐々木彰生","1364135","","15473","20220122144001"
"191","江守栄作","1380967","","2942","20210315032805"
"192","イ・キュヒョン","1384356","","2606","20220508194847"
"193","李東勳","1384395","","8772","20191117104959"
"194","キム・ミンソク_(フィギュアスケート選手)","1384415","","15294","20220122144041"
"195","ハン・ジョンイン","1384479","","3486","20181030044705"
"196","リ・ソンチョル","1384590","","6436","20220307202907"
"197","ハン・ジョンチョル","1384672","","1605","20150113002119"
"198","スティーブン・カズンズ","1389666","","2999","20200726152629"
"199","マシュー・デイヴィス","1389922","","2777","20150108055623"
"200","ニール・ウィルソン","1389957","","2974","20200830235618"
"201","アラン・ストリート","1389989","","1725","20200313154932"
"202","ジョン・ヘイマー","1390032","","7060","20150108055817"
"203","エリオット・ヒルトン","1390072","","10810","20160701100253"
"204","トーマス・ポールソン","1390115","","6412","20190606121740"
"205","ジェームス・ブラック_(フィギュアスケート選手)","1390131","","2853","20170701053110"
"206","デイヴィット・リチャードソン","1390671","","10922","20200601103301"
"207","トリスタン・カズンズ","1390695","","2923","20150108055922"
"208","マシュー・ウィルキンソン","1390785","","5700","20170211103931"
"209","ヴォーン・チピアー","1391114","","11809","20201031061203"
"210","ベン・フェレイラ","1392016","","7755","20141020044646"
"211","セバスチャン・ブリテン","1392052","","1710","20200726152659"
"212","ドナルド・ナイト","1393001","","2921","20200726152719"
"213","チャールズ・スネーリング","1393362","","1976","20220227065236"
"214","マイケル・スリプチュク","1393406","","1760","20220227065608"
"215","ロン・シェーバー","1393419","","2015","20200726152749"
"216","ジェイ・ハンフリー","1393442","","1609","20220227071752"
"217","デヴィッド・マギリヴレイ","1393469","","1395","20220227072219"
"218","ピーター・ファーストブルック","1393487","","1353","20220227072048"
"219","ジェイソン・デノミー","1395092","","3033","20141020043242"
"220","リカルド・オラバリエタ","1453290","","2345","20200726154109"
"221","羽生結弦","1497003","","373832","20220703162045"
"222","キム・ルシーヌ","1507807","","14025","20220528003420"
"223","アルトゥール・ガチンスキー","1584432","","26059","20200211024407"
"224","ペーター・リーベルス","1627554","","26338","20200727101652"
"225","松浦功_(フィギュアスケート選手)","1654970","","1790","20210204040955"
"226","サミュエル・コンテスティ","1674427","","20484","20200727102542"
"227","ジェレミー・テン","1700491","","17312","20200102154333"
"228","ナサニエル・ナイルズ","1732214","","10127","20210312193205"
"229","ジャスティン・ピーターセン","1746606","","7484","20210206135743"
"230","フローラン・アモディオ","1750238","","33273","20220305213635"
"231","楊超","1750242","","9078","20180909122125"
"232","コンスタンチン・メンショフ","1752243","","23587","20190603120037"
"233","ミハル・ブジェジナ","1798538","","53656","20220501084135"
"234","リチャード・ドーンブッシュ","1874321","","19646","20170316160713"
"235","アレクサンダー・ジョンソン_(フィギュアスケート選手)","1874356","","17273","20220223112530"
"236","アルチョム・グリゴリエフ","1878564","","8090","20180317223717"
"237","イゴール・マチプラ","1879413","","8738","20161211214822"
"238","パヴェル・カシュカ","1880955","","13692","20220122144235"
"239","プシェミスワフ・ドマンスキー","1884929","","11468","20201031061353"
"240","ルイス・エルナンデス_(フィギュアスケート選手)","1887330","","6883","20191008100411"
"241","カレル・ゼレンカ","1887479","","12795","20181030050052"
"242","イワン・トレチャコフ","1889699","","8099","20161211215117"
"243","ケレメン・ゾルターン","1893551","","17333","20201031061439"
"244","グレッグ・ズーライン_(フィギュアスケート選手)","1895168","","12525","20210222201009"
"245","宋楠","1896315","","19073","20220122144403"
"246","閻涵","1898690","","34825","20220212122939"
"247","ロス・マイナー","1901010","","23204","20210422115507"
"248","パオロ・バッキーニ","1902324","","18332","20220122144512"
"249","オンドレイ・ホタレック","1902581","","30657","20220606230845"
"250","ヤニック・ココン","1903689","","10874","20211002021537"
"251","ジョイ・ラッセル","1928204","","7829","20161212124935"
"252","アリャクサンドル・カザコウ","1930882","","6282","20161211214036"
"253","ダミャン・オストイッチ","1933520","","11216","20161212133853"
"254","ゲオルギ・ケンチャゼ","1942917","","8812","20181216080232"
"255","バフタン・ムルバニゼ","1943631","","7276","20210315185344"
"256","ベカ・シャンクラシュヴィリ","1943734","","2623","20161213132212"
"257","マテウシュ・フルシチンスキー","1952178","","10910","20201031061729"
"258","マシュー・パー","1952958","","11014","20201031061734"
"259","マヌエル・コール","1953676","","15181","20220122144729"
"260","クレメンス・ブルマー","1953843","","9865","20201030172957"
"261","フィリップ・ティッシェンドルフ","1953939","","6988","20161213131852"
"262","ヨアン・デロ","1957088","","5214","20161214134411"
"263","マチェイ・チェプルハ","1966166","","13773","20161213132803"
"264","岸本一美","1969192","","14237","20220609153440"
"265","サウリウス・アンブルレヴィチウス","1974100","","18543","20191118045542"
"266","マルコー・マールトン","1976635","","7446","20200724210027"
"267","ティグラン・ヴァーダニャン","1976678","","9770","20220607215226"
"268","ギルツ・イェーカブソンス","1976879","","6439","20161212122826"
"269","クタイ・エルヨルダシュ","1976895","","8780","20181118082958"
"270","コス・ジョルト","1985176","","9151","20161212123530"
"271","ピエール・バリアン","1986517","","3939","20141010054411"
"272","マーク・ウェブスター","1987227","","10184","20220122144900"
"273","ニコラス・フェルナンデス","1987230","","5339","20161213131109"
"274","ウンベルト・コントレラス","1987231","","5635","20220116070326"
"275","キャメロン・ヒムズ","1987236","","6373","20161211220532"
"276","施文倡","1987481","","3854","20181117125942"
"277","包壽海","1987502","","4166","20171021105826"
"278","ケビン・アルベス","1987549","","7981","20181008102631"
"279","イ・ドンウォン","1994300","","3521","20191117105225"
"280","ソ・ミンソク","1995694","","3285","20220406061543"
"281","中村健人","1997505","","13063","20220418152007"
"282","郭立中","1997684","","5900","20210221033740"
"283","楊周宏","1999183","","7643","20170817141146"
"284","マシュー・プレシャス","2015732","","5158","20200601160600"
"285","ロバート・マクナマラ_(フィギュアスケート選手)","2015760","","7594","20191028031257"
"286","ショーン・カーロー","2015927","","3841","20150110214842"
"287","ブラッドリー・サンター","2015951","","6885","20161213132006"
"288","スチュアート・ベッキンガム","2015982","","6526","20190608112202"
"289","ダニエル・ハリーズ","2016030","","3148","20200424062251"
"290","マチュー・ウィルソン","2016113","","2458","20160504210027"
"291","ジョエル・ワトソン","2017029","","5183","20181030051225"
"292","トリスタン・ソード","2017055","","6590","20200317114142"
"293","トリフン・ジバノビッチ","2017433","","8806","20201031061854"
"294","スコット・スミス_(フィギュアスケート選手)","2017791","","7983","20161212125223"
"295","李厚賢","2029090","","7921","20210805081051"
"296","陶瀚林","2029117","","9140","20180427022039"
"297","顔少博","2029132","","4710","20200531184055"
"298","カレン・オイ","2030338","","3141","20211122033929"
"299","ヒョードル・クリモフ","2031368","","34965","20220503124447"
"300","アメル・ブレコヴィチ","2033653","","3098","20160913164714"
"301","アリ・デミルボア","2035487","","11263","20220122145215"
"302","キーガン・メッシング","2037082","","32063","20220413124904"
"303","グラント・ホッホスタイン","2037106","","19706","20220509053413"
"304","アンドレイ・ロゴジン","2037141","","16604","20220509053423"
"305","エラッジ・バルデ","2037579","","19564","20210327143130"
"306","サーギス・ハイラペティアン","2038865","","6849","20191021163102"
"307","セバスチアン・イヴァサキ","2041191","","3490","20150112223937"
"308","スタニスラフ・コバリョフ","2041706","","4675","20181007115410"
"309","ダニエル・ドッツァウアー","2053510","","3752","20150208154629"
"310","テルターク・エレメール","2060115","","3050","20210307181859"
"311","大橋和夫_(フィギュアスケート選手)","2090065","","2485","20210314192521"
"312","周嘉賢","2131984","","4966","20161214140747"
"313","シャフィク・ベセギエ","2134138","","20626","20211122111718"
"314","ミハル・マドロホ","2145038","","7224","20210813202546"
"315","クリス・ハワース","2186610","","2402","20200727114442"
"316","ジョシュア・ファリス","2203543","","21218","20190404030132"
"317","マルカンドレ・グレグ","2206372","","8965","20161213133029"
"318","ニコライ・モロシュキン","2214542","","10365","20211209152325"
"319","陳沛佟","2227060","","4777","20200811053055"
"320","ルディ・ツェルネ","2232743","","5394","20220117183203"
"321","ダグラス・ラザノ","2233584","","13956","20181026013747"
"322","ゲラム・ヴァーダニャン","2234929","","5641","20161212123438"
"323","ペドル・ビダジュ","2242410","","14722","20220322143445"
"324","マジャル・マールク","2242412","","10256","20200515092348"
"325","ミハエル・フロレンコ","2249319","","7677","20161213133218"
"326","デニス・レウシン","2253341","","5716","20161212134326"
"327","田中刑事","2313840","","57018","20220612043603"
"328","ジェイソン・ブラウン_(フィギュアスケート選手)","2323748","","40726","20220331135046"
"329","ブレンダン・ケリー_(フィギュアスケート選手)","2408805","","26047","20220409140231"
"330","デニス・ヴィツォレク","2417299","","7323","20161018124710"
"331","ヴィタリ・ルチャノク","2417690","","6012","20150119082314"
"332","小塚光彦","2426106","","4783","20220301193213"
"333","木原龍一","2432156","","40186","20220509083422"
"334","日野龍樹","2433206","","25372","20220608172104"
"335","宇野昌磨","2489728","","159275","20220613015143"
"336","ロマン・ポンサール","2491768","","20029","20210403204225"
"337","マキシム・コフトゥン","2494821","","27158","20220430133443"
"338","道家豊","2495558","","3700","20210513220408"
"339","イ・ジュンヒョン","2499463","","18177","20220606213531"
"340","中村優_(フィギュアスケート選手)","2503817","","12375","20210401175609"
"341","スラビク・ハイラペティアン","2510551","","16204","20200424044711"
"342","デイヴィッド・リュウ","2514733","","5466","20200601122704"
"343","ヴィドライ・サボルチ","2516815","","7009","20201031063754"
"344","ローラン・トベル","2517145","","10584","20180703210842"
"345","ディディエ・ゲヤゲ","2517918","","6863","20220115113218"
"346","アロイス・ルッツ","2519289","","1441","20191118132251"
"347","アンジェロ・ダゴスティーノ","2519862","","1836","20190205111513"
"348","マーク・ミッチェル","2520585","","5933","20160926201153"
"349","クリストファー・カルザ","2520616","","8951","20191013000256"
"350","マーヴェリック・イギア","2520619","","2977","20180128100439"
"351","キム・ファンジン","2520628","","1894","20191117105838"
"352","アレックス・カム・カンチャン","2520640","","4303","20200217082616"
"353","ルイス・マネッラ","2520711","","5177","20180624143136"
"354","朱育加","2520741","","7209","20220122150100"
"355","ジェイソン・トンプソン_(フィギュアスケート選手)","2521150","","2727","20161104233024"
"356","パウル・フェンツ","2521187","","14253","20220312101224"
"357","マイケル・ディマランタ","2521386","","2049","20160608204634"
"358","ジョルジュ・チャコ","2526096","","2749","20201031063814"
"359","ディーン・ティミンズ","2529400","","2348","20161107185821"
"360","アドリャン・アルバラド","2538890","","2958","20210312114104"
"361","ドミトリイ・カギロフ","2539166","","3203","20150119082326"
"362","コンスタンティン・トゥピコフ","2539452","","4199","20150120171701"
"363","ナイデン・ボリチェフ","2539557","","2670","20161004105320"
"364","ダニイル・プリヴァーロフ","2539582","","2383","20220215054125"
"365","アドリアン・マテイ","2539793","","2740","20150814135528"
"366","ゼウス・イザリオティス","2540015","","2244","20150613091428"
"367","アイダス・レクリース","2540221","","3848","20180816005045"
"368","シルビオ・スマルン","2540285","","4220","20160214131203"
"369","マチェイ・クシ","2540597","","2448","20160629044321"
"370","ルカーシュ・ラコフスキー","2540925","","3098","20160724031924"
"371","マルティン・リーベルス","2540994","","6021","20190607125121"
"372","アンドレイ・レジン","2541002","","2816","20181027123130"
"373","ザーカーニ・ベルタラン","2541090","","2861","20160729001223"
"374","リッキー・カックリル","2542455","","2189","20150117055329"
"375","サイモン・ソード","2542519","","1981","20160504210522"
"376","ニコラス・ヤング","2545251","","4672","20141020050526"
"377","クレメンス・ヨナス","2545880","","2295","20200726045615"
"378","イヴァン・リギーニ","2546144","","23786","20200601093546"
"379","ジャン・ブシュ","2546162","","12134","20220122150201"
"380","ゴルジェイ・ゴルシュコフ","2546189","","13558","20220122150221"
"381","マックス・アーロン","2546212","","22682","20211122023944"
"382","楊志学","2546859","","2288","20200811074006"
"383","アンドレイ・ドブロホードフ","2548031","","3125","20181122142355"
"384","バルトシュ・ドマンスキー","2548170","","2892","20181216080540"
"385","フリスト・トゥルラコフ","2548367","","3878","20150204094629"
"386","モルガン・シプレ","2570507","","28522","20210917092203"
"387","アルトゥール・ドミトリエフ_(1992年生)","2592007","","14416","20190603115329"
"388","マルコ・ファッブリ","2592681","","30756","20220305062952"
"389","ナム・グエン","2593002","","23929","20210904212242"
"390","トム・ディクソン","2593157","","2563","20201111053333"
"391","ブリュノ・マッソ","2593439","","27653","20200920112755"
"392","張鶴","2594037","","10988","20210626032112"
"393","マルティン・ラッペ","2594038","","11127","20160521150405"
"394","ルーク・チルコット","2611712","","3289","20150108060100"
"395","マノール・アタナソフ","2611815","","4568","20150119075751"
"396","ネイサン・チェン","2622627","","53712","20220608234241"
"397","ティモシー・ドレンスキー","2624392","","13346","20200102154720"
"398","リアム・フィルス","2624999","","18614","20201031064300"
"399","金博洋","2629706","","36706","20220506052938"
"400","ロナルド・ラム","2631830","","10371","20220122150505"
"401","フランツ・シュトロイベル","2637011","","12460","20190310212551"
"402","キム・ジンソ","2641903","","13688","20220607152757"
"403","アレクサンドル・サマリン","2658996","","22591","20220113215106"
"404","ウラジスラフ・セズガノフ","2667994","","4412","20151003134203"
"405","クリストファー・ベルネック","2668001","","8201","20170528032321"
"406","王一_(フィギュアスケート選手)","2670343","","6085","20220122150550"
"407","マイケル・クリスチャン・マルティネス","2684102","","24443","20220316160012"
"408","坪井遥司","2685479","","7670","20220612041820"
"409","ディノ・クワトロチェチェレ","2690093","","2232","20181024010250"
"410","コンラート・ギーリング","2690136","","2500","20150119092537"
"411","マーク・シャクマトフ","2694756","","2416","20141222215915"
"412","セヴェリン・キーファー","2696393","","37291","20220122150727"
"413","ポール・ボニファシオ・パーキンソン","2697200","","10334","20201031064530"
"414","デヴィッド・クラニエッツ","2702887","","4036","20160207234317"
"415","アンドリュー・ドッズ","2702890","","8383","20191119220114"
"416","ジョーダン・ドッズ","2702967","","6637","20191119030419"
"417","ミッチェル・チャップマン_(フィギュアスケート選手)","2703098","","2467","20150110215018"
"418","マウリツィオ・ザンドロン","2711177","","11134","20220414132019"
"419","ミッチェル・ゴードン","2714923","","6393","20160918021448"
"420","ミハイル・コリヤダ","2715077","","30271","20220506053403"
"421","カミル・ビャワス","2716267","","3349","20150112223917"
"422","パトリック・ミュジック","2717400","","3721","20220608031913"
"423","パヴェル・イグナテンコ","2721011","","11357","20220122150746"
"424","ハリー・マティック","2721013","","4809","20190915031839"
"425","カミル・ドゥィモフスキ","2723353","","3142","20181217113627"
"426","ロベルト・グジェゴルチク","2723919","","2705","20150112223637"
"427","クシシュトフ・コモサ","2723941","","2411","20150613091825"
"428","パトルィク・シャワシヌィ","2723956","","3518","20181030033038"
"429","ミゲル・エンジェル・マイロン","2724235","","3214","20150119094434"
"430","ペトル・ツォウファル","2730609","","10932","20160724031722"
"431","サヴェリオ・ジャコメッリ","2732616","","7053","20190607124029"
"432","パウル・エマニュエル・リシャードゥ","2737530","","2019","20141224220007"
"433","大森勝太朗","2738349","","10280","20211122034151"
"434","フィリップ・ハリス","2753929","","12373","20190325140216"
"435","マリオ＝ラファエル・イオニアン","2810588","","5252","20210823192348"
"436","ジョナサン・カサー","2822756","","6516","20180128125947"
"437","アディアン・ピトキーエフ","2839927","","14244","20180311071507"
"438","アレクサンドル・ペトロフ_(フィギュアスケート選手)","2851637","","18701","20200102153658"
"439","ダニエル・オシェイ","2851835","","15912","20220317122248"
"440","ファブリツィオ・カリージョ","2852674","","2029","20210225041030"
"441","スタニスラフ・サモーヒン","2852681","","3510","20200125030706"
"442","コナー・ステイクラム","2852743","","3342","20190928001356"
"443","チェ・ヒョン","2853753","","1995","20210123110911"
"444","臧文博","2853782","","7013","20220503124651"
"445","マイケル・パーソンズ","2858853","","24152","20211120123921"
"446","チョン・ソンイル","2859026","","3147","20210927104348"
"447","ジュリアン志傑乙","2867891","","15897","20220607191431"
"448","久永勝一郎","2881646","","4308","20220525023532"
"449","吉沢昭","2883743","","3353","20211202212514"
"450","久保信","2885373","","3670","20220622125458"
"451","大西勝敬","2885439","","2906","20200815040348"
"452","西川大祐","2885441","","2967","20170317083014"
"453","小林進_(フィギュアスケート選手)","2885467","","2276","20211215070911"
"454","北川静二","2885822","","2328","20200811064015"
"455","鳥居拓史","2886450","","4623","20211018122536"
"456","クリストファー・ボヤジ","2887599","","14043","20191119213033"
"457","林祐輔","2889663","","2659","20210317140451"
"458","キム・セヨル","2892655","","1499","20210817122930"
"459","クリストフ・フォルゴ","2898682","","3784","20181216075129"
"460","ソンドレ・オドヴォル・ボー","2909978","","6989","20210413152853"
"461","フィリッポ・アンブロジーニ","2912154","","7691","20191210014425"
"462","ハン・ヨンミン","2915566","","2745","20150115031000"
"463","劉暢_(フィギュアスケート選手)","2916634","","3068","20201121145145"
"464","陳瑞旭","2916786","","2640","20181117131201"
"465","曹志禕","2916974","","12902","20201011110246"
"466","リ・スミン","2919644","","1462","20210927105759"
"467","ホ・カン","2919654","","2008","20210927105509"
